episode_id,section_index,gender,minutes,tunnus,lause
20190108,1,M,24.004166666666663,arvan,"Aga noh , ütleme Veel rohkem meeldis mulle ja eks see meeldib , on siin nüüd väga kahemõtteliselt , Peep , ma arvan , sinu poisid , ma saan aru , on ka nüüd tõmmanud kopsud õhku täis ja korraliku eelarve projekti valmis , valmis kühveldanud , et võtame aga laenu kõvasti peale ja tõstame kõiki toetusi , langetame kõiki makse ."
20190108,1,M,24.004166666666663,arvan,"Tegelikult ma tunnistan ausalt täpselt , et võibolla seal on mingid kahtlased asju küll , aga , aga ma ütlen veelkord , et see nagu ei , ei vähenda sugugi seda poolt , et ütleme , poliitiliselt on neil nagu asjas nagu õigus , et kui nende kõrvale panna mingid õiged ja tugevad majandusmehed , siis , siis ma arvan , see on ikkagi okei variant , aga ma ütleks praktikas siiski , aitas see projekt suust , ma arvan Loe eilset Leo Kunnase intervjuud , no ainult puhas kuld oli seal kõik kõikide asjade sisuliselt kirjutas kahe käega alla ."
20190108,1,M,24.004166666666663,arvan,"Tegelikult ma tunnistan ausalt täpselt , et võibolla seal on mingid kahtlased asju küll , aga , aga ma ütlen veelkord , et see nagu ei , ei vähenda sugugi seda poolt , et ütleme , poliitiliselt on neil nagu asjas nagu õigus , et kui nende kõrvale panna mingid õiged ja tugevad majandusmehed , siis , siis ma arvan , see on ikkagi okei variant , aga ma ütleks praktikas siiski , aitas see projekt suust , ma arvan Loe eilset Leo Kunnase intervjuud , no ainult puhas kuld oli seal kõik kõikide asjade sisuliselt kirjutas kahe käega alla ."
20190108,1,M,24.004166666666663,arvan,"Et ma arvan , et sa ei lugenud rohkem , kui mina ütles , üldse lugenud ma ei ole üldse lugenud , kust sa seda võtsid ."
20190108,1,M,24.004166666666663,arvan,"Ma ma arvan , et , et probleem oli selles kahes viimases nädalas , enne seda hooaega , kui lund ei olnud ja , ja kui nad treenisid mitte Baplano ehk siis mitte plaani järgi ja , ja , ja seal pandi kuskil mööda , aga seal on võib-olla tõesti nii väiksed detailid , et , et ei oska ei nemad ega , või võib-olla tõesti suuremad spetsialistid oskab selle välja , hammusta ."
20190108,1,M,24.004166666666663,arvan,"Ja kui nüüd neile mõlemale panna tipptasemel ettevalmistustaha , ehk siis nad saavad korraliku varustuse , korralikud treeningud , korralikud laagrid , kõik see , mis on vaja , korralik toitlustame , kõik see , et noh , tegeles nagu tippsportlased nagu teiste riikide sportlased , siis ma arvan , et , et sealt on lootust ."
20190108,1,M,24.004166666666663,arvan,"Täna koos naiskonnaga siis üle lahe Soome , kus siis homme otsustav mäng toimub , et , et ma arvan küll , et see on nagu , ütleme Eesti pallimängude mõttes üks viimaste aegade suuremaid mänge nii-öelda kindlasti , et niisugust elu ja surma peale mängu sellisel tasemel Tuleb väga harva ette ja , ja erakordset see , et , et ega naised ei ole ju kunagi midagi saanud , et no nüüd ükskord võimalik , tõesti see naiskond saabki sinna finaalturniiri ."
20190108,1,M,24.004166666666663,arvan,"Seda tippsporti kui innustajana , mitte ainult medalit ei ole siin , siin on see innustus ka väga tähtis ja kusjuures muidugi oleks sellele naistele pühendatud rohkem aega ka varem , ehk siis neil oleks olnud rohkem kogemusi , siis ma arvan , et nad oleks praegu juba kindlustanud selle koha finaalturniirile pääsu , sest kaks mängu nad ju kaotasid kaks-null eduseisust nii Rootsile kui ka Soomele ."
20190108,1,M,24.004166666666663,arvan,"Tulenevalt ma kusjuures nagu ühest küljest arvan ja teisest küljest kardan , et see mäng Soome ga saabki nagu äärmiselt keeruline just nagu psühholoogilise poole pealt Eesti naiskonnal olema ."
20190108,2,M,21.29866666666667,arvan,"No põhimõtteliselt ma võin nii palju öelda , et , et kui kui härra Saar Lubab spordile mingisugust kindlat ja konkreetset summat , mis on niisugune väike summa siis ma arvan , et sellega ta teeb , et näiteks üks miljon ju praegu tuli juurde , mis , mis pandi sinna ."
20190108,2,M,21.29866666666667,arvan,"Ei , no ma arvan , et see on nii väike , tühine , tühine ke ."
20190108,2,M,21.29866666666667,arvan,"Ma arvan , et Jüri Ratas on see meel tõsi , samas ."
20190108,2,M,21.29866666666667,arvan,"Ja aga no selge see , et see oli suur asi ja , ja selles suhtes ma väga nagu ei , kuigi ma ise panin ka oti esimest , ma väga ei vaidlustanud ka Magnus Kirdi seda , seda võitu nii , aga , ja nüüd sinule väike nähvakas ja ma arvan , see on ka õigustatud muidugi ."
20190108,2,M,21.29866666666667,arvan,"Vaata , ma ei tee niisugust koduvilet , aga , aga teine asi on see , et tegelikult tunt oleks , oleks ikkagi pidanud seal sees olema , ma arvan , et järgmine aasta ta on igal juhul sees , et et järgmine aasta ta veel mängib ja , ja nüüd tulevad , nüüd käib ju play - off ja , ja mõelge , kui ta isegi super polito ."
20190108,2,M,21.29866666666667,arvan,"Mis , nagu ma ütlesin , paneb mind muretsema sellepärast et mulle meeldib Eesti-Läti korvpalliliiga ja ma arvan , et meil on seda rohkem vaja kui lätlastel ."
20190108,2,M,21.29866666666667,arvan,"Kui sõnastada Jaani mõtet teistmoodi , siis iga ma arvan , peitub selles küll , et ma vaatan praegu isegi õhtulehe veebis on ilmunud Jaak Arbiga nüüd esimene natukene pikem usutlus sel teemal , et et mis siis nagu juhtus ja siin tiirleb see jutt ikkagi väga , ainult selle kahe asja ümber , üks on peatreener isik ja teine on nagu selle hooaja umbes , et kas jõuame play offi või ei jõua play - off'i ."
20190108,2,M,21.29866666666667,arvan,"Ja ei , kindlasti ütleme , finaali jõuab välja , ma pakun kõigepealt kannast sees ja siis ilmselt tuleb vastu New England Patriots ja no sellega läheb raskemaks , aga , aga ma arvan , et , et võetakse ka Tom Bredi maha ja , ja väga suur osa ."
20190108,4,M,5.474666666666667,arvan,"Paremaks teha ja , ja tundus üsna veenev ja , ja seal samas artiklis oli ka osjee sõnad , et , et eelmise aasta lõpus oli Ott Tänak kindlasti maailma parim rallisõitja Toyota autoga , eks noh , et kuna mees on kõva auto , oli kõva nii ja Ma arvan , et Toyota arendab autot kiiremini , kui sitröön seda teeb ."
20190108,4,M,5.474666666666667,arvan,"Ja kuna Ott Tänak on sõidumehena võrreldav osjeega , siis ma pakun , et Ott Tänak tuleb maailmameistri Kui tõenäosustest rääkida , siis loogilisem vastus on kindlasti ei tule , sest me räägime ikkagi , ma arvan , ikkagi enam noh , kolmest mehest ikkagi , kes võiks tulla ."
20190108,4,M,5.474666666666667,arvan,"No novil ma päris maha ei taha kanda , aga , aga ütleme noh , ütleme kui me räägime kahestki mehest ja siis mingisugusest , ma ei tea mingist X - faktorist sealjuures , et see protsent , ma arvan , seal kuskil võib-olla 40 juures , kui rääkida , rääkida nagu üks-ühele kihlavedamisest ."
20190108,4,M,5.474666666666667,arvan,"Ma ütlen , et ka siin tõenäosus räägib Eesti kahjuks kindlasti , aga ma arvan , et kuidagi see loogiline rada Viitab nagu selles suunas , et see on see , kus Eesti koondis mängib oma parimat mängu , mida ta kunagi on mänginud , eeldusel , et Eesti tuleb välja parimas koosseisus ."
20190108,5,M,20.710666666666665,arvan,"Jah , ja , ja ütleme niimoodi , kui selle satsiga ei jõuta kaheksa hulka , siis on asi halb ja ma arvan , et jõutakse ."
20190108,5,M,20.710666666666665,arvan,"Ma arvan , et pigem on loogiline , et see joa võib tulla jälle väike tagasilöök ."
20190108,5,M,20.710666666666665,arvan,"Et siis järgmine aasta juba astuda veel veel samm edasi ja sest ma arvan , et paraku seda 90 meetrit , võibolla see aasta ei tule ."
20190108,5,M,20.710666666666665,arvan,"No ma isiklikult arvan , et Magnus Kirt on natukene parem järgmisel aastal , kui oli sel aastal ja tegelikult mis 90-st meetrist puudu jääb , on head tingimused ja ideaalne vise ."
20190108,5,M,20.710666666666665,arvan,"Just 25-st sentimeetrist ja selle sellepärast ma arvan , et ta viskab selle 90 täis ja ma arvan , et mitte ka üks kord , vaid vähemalt paar korda ."
20190108,5,M,20.710666666666665,arvan,"Just 25-st sentimeetrist ja selle sellepärast ma arvan , et ta viskab selle 90 täis ja ma arvan , et mitte ka üks kord , vaid vähemalt paar korda ."
20190108,5,M,20.710666666666665,arvan,"Ma arvan , et ei jõua jah ."
20190108,5,M,20.710666666666665,arvan,"Ehk siis isegi hoolimata sellest , et on mängitud pool hooaega siin ilma ühe mõeldatava liidrita , mine sa tea , võib argumenteerida , et see tuli kasuks hoopis suures plaanis suures mängus ma arvan ikkagi ikkagi mitte ."
20190108,5,M,20.710666666666665,arvan,"Ma arvan , et jah ."
20190108,5,M,20.710666666666665,arvan,"Aga veel üks hol moment on see , et mulle tundub , et need Venemaa need keskmised klubid ei ole nagu eriti head , see et seal ei ole nagu mingit mingit väga taseme vahet nendega ja nagu hooaja alguses näidanud , suudetakse tega mängida nii nii võõrsil kui kodus , et ainuke asi , mida ta vältida , neid lolle kaotusi , nagu see RI F-i kaotus oli ja mingit niisuguseid asju tuleb vältida , aga , aga , aga ma arvan ka , et see hooaeg , nad on võimelised seda saama , nii et paneme jah , et siis me Tarmoga seekord oleme siis optimistik ."
20190108,5,M,20.710666666666665,arvan,"Ma arvan , et võidavad ."
20190108,5,M,20.710666666666665,arvan,"Ma arvan , et ma ei , ma ei näe põhjust või ma näen ühte põhjust , miks Magnus Kirti võiks ."
20190108,5,M,20.710666666666665,arvan,"Oi , ma arvan , et kindlasti tuleb ja ma Ma nagu neid kümnevõistlejaid tegelikult Ei , ei mitut medalit , ei võib ka mitu medalit tulla , üks on kindlasti kirt , kirt on kindlasti suures mängus sees , aga ."
20190108,5,M,20.710666666666665,arvan,"Nii , ma arvan , et , et võimalusi on rohkem kui üks rohkem kui kirt ja ma arvan , et võetakse medal ja ."
20190108,5,M,20.710666666666665,arvan,"Nii , ma arvan , et , et võimalusi on rohkem kui üks rohkem kui kirt ja ma arvan , et võetakse medal ja ."
20190108,5,M,20.710666666666665,arvan,"Ahah , kusjuures mul oli ka kiusatus kohutavalt sinna nagu kaotuse juurde minna , et et kuidagi kuidagi teada olemata nüüd nagu üldse nagu spetsialisti alge puudub nagu täiesti ja Peep , sa võid muiata , aga , aga ma arvan , et sa pead tõdema sama , kui peaks küsima ."
20190108,5,M,20.710666666666665,arvan,"Ma arvan , et ühel hetkel ikkagi Las peep , ütle jah , ja las Peep vastab praegu , sa annad talle ."
20190108,5,M,20.710666666666665,arvan,"Ma ütlen , ma ütlen , et kuidas , mis vormis me küsisime , ma arvan , et jah , kaotab ühe võistluse ."
20190108,5,M,20.710666666666665,arvan,"Kui nüüd mingeid rohkem mingeid äpardusi ei tule , on ta , ma arvan kindlasti võimeline esikümnesse jõudma , ilma et see oleks mingisugune ilma ime , mida ta peaks olema näiteks ."
20190108,5,M,20.710666666666665,arvan,"Kuigi vahet ei ole , mis ma vastan , aga jah , ma arvan ka , et pääsevad mõlemad ."
20200319,0,M,8.516166666666667,arvan,"Pakkuda inimestele niisuguse lahenduse Mis sa arvad , kas Eestis on selline vajadus praegu olemas või on natuke vara vara veel sellest sellest vajadusest Eestis rääkida , et kõik laenulepingud pikeneksid Ma arvan , et mis puudutab üürikinnisvara , nii elukondliku kui ka äriüürikinnisvara , jah , see oleks , ütleme ."
20200319,1,M,2.3593333333333333,arvan,"Ma arvan , praegu igat prognoosida on nagu olukord muutunud nii kiiresti , tead et kui veel 20. veebruaril oli äripäeva kinnisvara konverents ja kõik osalejad veel arvasid , et muidu kõik on korras nagu rahulik jah , võib-olla mingi ütleme , aeglustumine ja edasi siis möödus kaks-kolm nädalat ."
20200319,1,M,2.3593333333333333,arvan,"Räägime inimestega ja , ja , ja , ja , ja ma arvan , et peale Igor mangi vist küll ei osanud keegi arvata , kuskohas see kriis võiks tulla ."
20210413,0,M,10.724166666666669,arvan,"Ja no ma arvan , et see saaks pigem alguse pigem sedapidi , et kui keegi minu tutvusringkonnast vajab näiteks abi , kes läheb salvestama koori ja ma lähen ja olen väga edukas abimees , et sealt võib niisugune asi välja kasvada , päris puusalt ."
20210413,0,M,10.724166666666669,arvan,"Ma arvan , et aasta aastal 2002 ei , ei ."
20210413,0,M,10.724166666666669,arvan,"Ma ei pea peaaegu üldse räpplugusid tegema , sellepärast et ja ma arvan , et on , jumal tänatud ."
20210413,0,M,10.724166666666669,arvan,"Ma arvan , et ka räpi kogukonna mõistes , sellepärast et ma ei oska väga teha räppi , et see ei oleks väga hea , mis siit tuleks ."
20210413,0,M,10.724166666666669,arvan,"Ma arvan , et noh aastal 2012 mul olid mingisugused kindlad võimalused , mida ma teha sain ja nende võimaluste piires minu poole ka üldiselt pöörduti nüüd minu võimalused on tunduvalt suuremad ja nende võimaluste praeguste võimaluste piires minu poole pöördutakse ka nii , et lihtsalt teenus on nagu kasvanud ja kuna teenuse võime minu , minu nagu võimekus on kasvanud , siis nagu vastavalt siis klientuur ka , et hetkel kõrvalruumis ."
20210413,0,M,10.724166666666669,arvan,"No ma arvan , et naabrid oleks võib-olla mitte veel liiga õnnelikud olnud , kui niisugune asi oleks sündinud mul seal 50 ruutmeetrises korteris ."
20210413,1,M,3.460166666666667,arvan,"Ma arvan , kukumalt arvan , et me kaitseme vana muusikat , okei ."
20210413,1,M,3.460166666666667,arvan,"Ma arvan , kukumalt arvan , et me kaitseme vana muusikat , okei ."
20210413,2,M,24.133833333333335,arvan,"Aga noh , üldiselt ma arvan , et selles , selles selles argumendis on tõetera sees ."
20210413,2,M,24.133833333333335,arvan,"Ma arvan , et sa siin nüüd astusid selle esimese niisuguse sammu , kus ma nüüd hüppan liselt ."
20210413,2,M,24.133833333333335,arvan,"Ki soe ühesõnaga tegelt tegelikult ma arvan , et asi on väga lihtne ."
20210413,2,M,24.133833333333335,arvan,"Muusika üleüldse ju ise arenebki läbi aja ja žanrid võivad kasvada välja nagu teistest žanritest või minna kokku ja praegu , mis ma arvan , mis vähemalt mul on tunne , et mis praegust ajastut nagu kirjeldab kõige paremini on see , et žanrid on hakanud rohkem ühinema ja on järjest rohkem laulukirjutajaid ja muusikakirjutajaid , kes ei tunnista enam , et nad on osa ühest või teisest žanrist , vaid nad on justkui lihtsalt nad ütlevad , et minu Singer Songrider , et ma ei oska ennast paigutada mitte mitte kuhugi ."
20210413,2,M,24.133833333333335,arvan,"Et hea küll , noh , aga mina ei olegi see Žanripolitsei selles mõttes , et ju siis seal midagi oli , aga lihtsalt , et need need asjad ühilduvad viimasel ajal sulanduvad ja ma arvan , et see on väga lahe ."
20210413,2,M,24.133833333333335,arvan,"Ja noh , et kui me hüppame nüüd tagasi sinna , et kas kunagi oli vaja rohkem talenti , siis ma arvan , et mitte , talent ei ole see võtmesõna vaid töökus ."
20210413,2,M,24.133833333333335,arvan,"Ma arvan , maailmas väga , pole artiste , kellel on lihtsalt vedanud , nad teevad meeletut moodi tööd ja kui inimesed ütlevad noh , et see staari elu või noh , et mis see siis on , et teed siin muusika , et no teil pole aimugi , kui palju tööd pannakse sinna sisse , see on eba lausa ebainimlikult , palju tööd , me ei räägi siin sellest , et kaheksa tundi päevas nagu umbes üheksast viieni tööd , need inimesed töötavad ööpäev läbi , vahel magavad aasta otsa umbes kolm , kolm tundi ööpäevas nagu ja sellepärast , et nad ei suuda olla ilma selle muusikute , mis nende peas toimub ja nad peavad ainult töötama , sest et see on muidu läheks teistmoodi teistpidi hulluks ."
20210413,2,M,24.133833333333335,arvan,"Et noh , ja mingil määral , eks seal ongi niisugused nagu käärid kuhu mingisugusel kujul , et , et ega , ega , ega seal ebamugavusi kindlasti on , aga , aga ma arvan , et ."
20210413,2,M,24.133833333333335,arvan,"Ma arvan , et tegelikult need kaks maailma saavad üksteisele abiks olla , kui nad saavad jutule , aga need läbirääkimised ongi alati päris keerulised ."
20210413,2,M,24.133833333333335,arvan,"Et ma ei arva , et plaadifirmad on halvad aga ma arvan , et see on päris kindlasti alati keeruline asi ja inimene peaks minema plaadifirma alla lihtsalt puhtalt sellepärast et see on lahe ja et äkki siis saab staariks ."
20210413,2,M,24.133833333333335,arvan,"Kui sa saad plaadifirma alla lepingu , ma kujutan ette , et siis su töö alles algab ja kui sa arvad , et sa oled enne palju tööd teinud , siis ma arvan , et see , see , see äratuskell tuleb päris vali nagu ."
20210413,2,M,24.133833333333335,arvan,"Selles mõttes , et see on vot ja see tegelikult ja see on nagu töö , mis sind selle punktini viib ja ma arvan tegelikult , et ma , ma usun , et iga muusik peaks kogu aeg tegema seda tööd ja mitte üritama olla kellegi teise moodi , vaid nagu leidma iseennast üles , et mida tal on öelda ."
20210413,3,M,17.469833333333334,arvan,"Siis miks mitte kasutada seda , et ja mul on mingi andekas laulja ka , kellel on hästi juba korralik siugune kuulajaskond ja panna siis nende nagu nende produdega see inimene kokku , et mis siis saab , noh , ma arvan , et ma tõstan oma kasumit mitmekordseks , kõik saavad makstud , kuigi on rõõmus , kõik on rõõmsad ."
20210413,3,M,17.469833333333334,arvan,"Ma , ma ei kujutaks ette , et et kui , et ma ei kujuta ette , kas näiteks Marianne leiburile suudaks edukalt Universal kirjutada loo niimoodi , et Marianne leibur siis nagu siis esitab selle veel usutavalt ära ka , et ma , ma arvan , et see lihtsalt hävis , sellepärast Marianne Le on ise nii andekas muusik ja ta kirjutab sisukust , muusikat , mis on lihtsalt nii tema isiklik sõnum ."
20210413,3,M,17.469833333333334,arvan,"Ei tea , siis Wilhelm Stream on lihtsalt üks ühe üks karjesampel kusagil ühest hästi vanast filmist , mida lihtsalt pannakse igasse kaasaegses action filmi alates Day hardist kuni umbes ma arvan , et Lord ts ringis on ka kuskil ."
20210413,3,M,17.469833333333334,arvan,"Et see on nagu ikkagi sisse juurdunud ja see on , ma arvan , seotud nagu suuresti sellega , et kuidas me räägime ."
20210413,3,M,17.469833333333334,arvan,"Paratamatult ma arvan , et eks iga muusiku elus tuleb hetk ette , kus nad lihtsalt on sunnitud või mingil põhjusel annavad kompromisse , need ei ole halvad iseenesest , eks ole ."
20210413,3,M,17.469833333333334,arvan,"Noh , ma arvan , et mitte ainult Viljandi kultuur , aga igasugune , igasugune muusikakool , igasugune huviring , mis tegeleb muusikaga , on see on keeltega ja seal on nali , kusjuures sellepärast , et need inimesed , kes tulevad täpselt siin nendest Koolidest välja ja ka huviringidest välja on , noh ma võin üsna julgelt väita , et nad on väga head või palju paremad kommunikeerijad , kui nad olid sinna sisenedes ."
20210413,3,M,17.469833333333334,arvan,"Ma arvan , et tegelikult See võib-olla toob kaudselt meid selle juurde , et vaata Ja see , see toob meid ikkagi selle juurde , et mida sa oled , kui palju sa oled valmis ohverdama selle nimel , mida tahad teha vaata et samamoodi , et noh , et inimene kui hakkab viiuli mängijas , ta hakkab viieaastaselt juba mängima niimoodi , et näpud verel umbes või noh , ma ei tea , kuidas tegelikult mängitakse ."
20210413,3,M,17.469833333333334,arvan,"No ja et aga lihtsalt , et ma , ma arvan seda , et kõigil tuleb neid raskusi ette ja see on ."
20210413,3,M,17.469833333333334,arvan,"Et ma arvan , et , Vahel on või kindlasti paljudel on see probleem , et nad kirjutavad väga häid asju , see lihtsalt ei jõua mitte kuskile , ma arvan , et nad lihtsalt peaks jätkama kirjutamist ja lihtsalt peaks jätkama järeleandmatult ikkagi nagu selle väljapanemist või kuhugigi panemist , et see on võimalus leida ja on alati šanss , et see , et see ei jõuagi kuskile ."
20210413,3,M,17.469833333333334,arvan,"Et ma arvan , et , Vahel on või kindlasti paljudel on see probleem , et nad kirjutavad väga häid asju , see lihtsalt ei jõua mitte kuskile , ma arvan , et nad lihtsalt peaks jätkama kirjutamist ja lihtsalt peaks jätkama järeleandmatult ikkagi nagu selle väljapanemist või kuhugigi panemist , et see on võimalus leida ja on alati šanss , et see , et see ei jõuagi kuskile ."
20210413,4,M,12.370666666666663,arvan,"Ütlesid muusika kohta muusika tegemise kohta , tegelt ma arvan , kõige kohta kõik siin maailmas on nii ."
20210413,4,M,12.370666666666663,arvan,"Läksin vale teed , ütlesid niisuguse lause , aga muusika tegemine on tehniliselt nii lihtne igale inimesele ja ma arvan ja okei , jätka , sorri , vabandust , aga teine , teine pool on see , see , et see on ju nagu totaalne ületootmine ."
20210413,4,M,12.370666666666663,arvan,"Ma arvan , ma , ma tervitan , ma tervitan kõike seda , et inimesed saaksid tegeleda muusikaga ."
20210413,4,M,12.370666666666663,arvan,"Ega ma mul ei ole head viisi , kui mul oleks , siis ma arvan , et ma helistasin kõik oma muusikud ja sõbrad praegu läbi ja annaks nõu ."
20210413,4,M,12.370666666666663,arvan,"Ma esitan siin hüpoteesi , ma arvan , et plaadifirmad on praegu sellises seisus , kus nad enam ei kuulagi ."
20210413,5,M,46.16899999999999,arvan,"Pani mingi asja peale , arvan , et see kõlab ülihästi , on ju , kui ma kuulasin aasta aega hiljem seda , siis ma olin mingit , mis ma tegin selle looga ."
20210413,5,M,46.16899999999999,arvan,"Ma arvan , et see ongi see ongi see põhjus ka , miks Eesti laulus läks Eesti laulu läks ka tasuliseks see esitamine , et lihtsalt neid lugusid oli liiga palju ."
20210413,5,M,46.16899999999999,arvan,"Ma arvan , et see läks tasuliseks ka sellepärast , et lihtsalt aidata neid natukene selle asjaga nagu nulli tulla , sellepärast et noh , produktsioonid ju lähevad suuremaks ."
20210413,5,M,46.16899999999999,arvan,"Ma arvan , et igal asjal on nagu aeg ja koht , eksole , ja kui sa teed elektroonilist muusikat , siis sa ei vaja helis nagu tohutut helistuudio , et sa vajad läpakat ja magamistuba ."
20210413,5,M,46.16899999999999,arvan,"Erinevus tekib siis pigem ma arvan , kui sa tahad olla nagu erinev või teha midagi muud , sest sa tunned , et okei , seda on nii palju , et sa ei taha enam seda teha nagu , et sa lihtsalt sa tahad tempovahetust , tahad midagi muud , tahad mingit teist rütmi , kat vahetevahel võibolla leiutada üldse mingi uue rütmiga , võib-olla teed täiesti rütmivabalt kogu asja ."
20210413,5,M,46.16899999999999,arvan,"Ma tahaks rääkida , siis , ma arvan maailmas ."
20210413,5,M,46.16899999999999,arvan,"Kuni 35 , ma arvan nii ja nüüd kui paljud , mis sa arvad , kui vanad on need , kes niisugust lugu kuulavad ?"
20210413,5,M,46.16899999999999,arvan,"Ma arvan , et praegusel hetkel maailmas ka kuni 35 täiesti kuni või , võib-olla isegi rohkem sellepärast isegi üle sellest täiesti igatpidi või noh , ta on , ta on lihtsalt nii edukas , et sa ei saa seal demograafiliselt enam Ei ja jaa , aga unusta see ära , kui edukas ta on , sest kuula seda lugu ."
