episode_id,section_index,gender,minutes,eitus,verb,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,andma,"Siis nüüd see kindlasti enam ei anna , et see on puhas , selline hobivärk ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ära,minema,"Et pigem seab selliseks elustiili taluks Aga siis tuli nii-öelda maalt ära minna , me jõuame selle maamajani ilmselt tagasi , sest see ei ole ju kuskile kadunud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Et pigem seab selliseks elustiili taluks Aga siis tuli nii-öelda maalt ära minna , me jõuame selle maamajani ilmselt tagasi , sest see ei ole ju kuskile kadunud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,panema,Ja loodan ja kuulajad võib- olla ei pane ära liiga palju mingi lehma jutte .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,tundma,"Ei võib-olla oli , aga mina ei tundnud seda , et kui sa vaatad mu , see veet ka , siis see igavalt 12 aastat üks ja sama kool , et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,muutuma,Ja isegi see kool ei muutunud selle aja jooksul karva võrdki .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,ütlema,"Ma ei ütleks küll , et midagi väga oleks muutunud , et ja pandi see Lembitu , Lembitu tänava pood , pood Lembitu tänava kool pandi küll kinni vahepeal , jah ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,puutuma,"Aga noh , see nagu minusse ei puutunud , et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,tegema,"Meid ühendab üks hobi küll küll mitte ei teinud seda , samal ajal aga aga laulsime ja tantsisime ja näitlesime siis muusikamuusikalides ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"See oli huvitav ja ma ma vaatasin neid teemasid , millest räägime täna , et ja ma mõtlesin selle gungla peale , et , et tõesti , et ma olin 2007 kuni 2012 ma olin osa siis Kungla muusikalitrupis ja huvitav on see , et ma ei ole kunagi olnud selline etleja ega editaja ega näitleja või selline , kes lava peale tükib ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Ja võtsin kohe vastu , sest ma väga hea , väga hea eiütleja ei ole ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Ma olin kodus mul telekat , arvutit mul ei olnud , näiteks , siis ma oma kodus kuulasin muusikat , siis mingi stsenaariumi panin peas kokku ja siis järgmine päev füüsikatunnis ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,minema,"Meil nüüd hullult plaanid , viskame mingi kondoome lavalt , no see see õnneks ei läinud niimoodi ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,teadma,"Ma ei tea , kolmanda koha ja mina sain parima parima juhendaja auhinna ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,hoolima,"Kes sattusid pahandustesse , ei hoolinud oma tervisest , oma lähedastest ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,mäletama,"Ja ma ei mäletagi , mis lõpus juhtus ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,Tahtsin olla osa mingist grupist sest ega ma üli üliülimäära populaarne poiss ei olnud .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Oli koht , kus ei olnud mingeid selliseid negatiivseid emotsioone või neid oli ka , see oli teistsugune ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Ei olnud selliseid narrimisi mingeid tögamisi , vaid oligi , kus kõik võtsid sind kui ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Sest üks üks proov on ju nii väärtuslik ja iga pühapäev ennast nagu valmis panna ja olla kolm või isegi rohkem tunde seal proovis , et et kuidas sina nagu nii kohusetundlik olid , sest mitte kõik ei ole nii kohusetundlikud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,teadma,"Et aga sellegipoolest väga fun Mis , mis seal millised lavastused või siis muusikalid sulle endale kõige rohkem meelde on jäänud , et mina nägin sind laval ühes teatud kostüümis , millest ma ei teagi , kas tohibki tänapäeval üldse rääkida ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,laulma,"See jäi väga hästi mulle meelde , pluss see , ma olin ainuke inimene , kes siis ei laulnud tolles etenduses ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Kuna mul ei olnud Kuna keegi veel ei teadnud , et ma suudan laulda , siis ise väga ei julgenud ka ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,teadma,"Kuna mul ei olnud Kuna keegi veel ei teadnud , et ma suudan laulda , siis ise väga ei julgenud ka ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,julgema,"Kuna mul ei olnud Kuna keegi veel ei teadnud , et ma suudan laulda , siis ise väga ei julgenud ka ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,laulma,"Siis ma ainuke inimene , kes ei laulnud seal , mul oli ainult sõnaline roll ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Aga sellegipoolest , esimene ja muidu jah , mulle ei , väga meeldis mulle , võib-olla see ei ole väga tuntud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,teadma,"Ja ma ei tea , kas me julguse küll võtsime või kus me juhendas julguse , võttis , et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,Rollid ei olnud nii tähtsad enam või ma ei osanud neid .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,oskama,Rollid ei olnud nii tähtsad enam või ma ei osanud neid .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Kas sa olid seal postiljon ka ju mäletan , ei olnud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Seal mul ei olnud mingit rolli ja siis oli veel üks , kus tantsiti hästi palju ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,saama,"Aga sa tõid tegelikult väga ühe huvitava aspekti , et ei noh , nii suurt rolli ei saanud , aga samas kui nii mõelda , siis tihti need väiksemad rollid võivad väga-väga palju juurde anda ja nad jäävadki väga hästi meelde ja ja võib-olla kiiretaksegi , et , et see ilmselt selline muusikali kokkuvõttes on ju iga roll ju tähtis , et kui keegi nagu halvasti tantsib , seal see jääb meelde ja võib kogu selle üldpildi ära rikkuda , nii et see nagu ikkagi õpetab väga palju meeskonnatööd ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ära,rikkuma,"Aga sa tõid tegelikult väga ühe huvitava aspekti , et ei noh , nii suurt rolli ei saanud , aga samas kui nii mõelda , siis tihti need väiksemad rollid võivad väga-väga palju juurde anda ja nad jäävadki väga hästi meelde ja ja võib-olla kiiretaksegi , et , et see ilmselt selline muusikali kokkuvõttes on ju iga roll ju tähtis , et kui keegi nagu halvasti tantsib , seal see jääb meelde ja võib kogu selle üldpildi ära rikkuda , nii et see nagu ikkagi õpetab väga palju meeskonnatööd ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,oskama,"Jah , ma ei oska lihtsalt tol ajal seda niimoodi nii hästi endale sõnastada , et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Et no teismeliste värk võib-olla näeb mul peaosa , ei ole , noh , suvest lähen kohale , teen midagi ära ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,mõtlema,"Aga seda ei mõelnud , et võiks minna lavakunstikooli ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,saama,"Vot ma alati on lood , et kus lähed sõbraga kaasa ja sõber ei saanud ja sina saad , onju meil oli vastupidi , et läksime sõbraga ja siis Imre õunapuuga , kes on siis nüüd Rakvere teatri näitleja , läksime ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,minema,"Ja lihtsalt , for fun rohkem võib-olla , ja arvasime küll , et ah , läheb hästi , aga tegelikult ei läinud üldse hästi ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,saama,"Ja ime s sisse meie sõbraga ei saanud , ei saanud edasi sinna suvisesse vooru ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,saama,"Ja ime s sisse meie sõbraga ei saanud , ei saanud edasi sinna suvisesse vooru ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,teadma,"Ma ei tea , see peab olema ikkagi selline sisemine , väga suur tahe , sest et proovida ikka võib , aga kui see nagu pärast tuleb välja , et ei meeldi , siis on veel hullem ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,meeldima,"Ma ei tea , see peab olema ikkagi selline sisemine , väga suur tahe , sest et proovida ikka võib , aga kui see nagu pärast tuleb välja , et ei meeldi , siis on veel hullem ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,saama,"Sest pigem oli see noore inimese hirm , et mida ma teen nüüd ja pigem oli see selline jooksmine , et et midagi peab minust saama ja ma ei saa see jääda Valka ema juurde diivanile arvutisse passima , et mis minust arvatakse siis ja mis minust saab siis ja ja nii üldse ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Et aga no mul oli ka selline loll oinakus , et tegin lõpuni juba tagantjärgi , ma ei oleks teinud lõpuni ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,teadma,No mis see soov oli tegelikult siis või tegelikult ei teagi .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,tegelema,"Mis toimub , see on nii keeruline teema , sellepärast ma ei , mul ongi hea meel , et ma ei tegele sellega ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,teadma,"Sellepärast et noh , kui võtame praegu metsasõja on ju on kaks poolt , on siis nii-öelda looduskaitsjad ja metsamajandajaid ja mis mind , ma ei tea , kas ma võin niimoodi rääkida , mis mind häirib nii-öelda siis looduskaitsjate poolt on see pool , et absoluutselt unustatakse ära see sotsiaalne pool ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,saama,"Aga mind väga häirib see ka , et alati öeldakse , et kõigele ei saa ju hinnalipikut panna ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,tekitama,"Aga muidugi ka teine pool , vahepeal tundub lihtsalt nii südametu metsamajandajate poole , et hakata hakatakse siis naeruvääristama , et oma lenduväravatega ja hakkame hoopis metsmaasikat kaitsma ja et nendele nagu siis absoluutselt see lageraielank nagu mingid mingit nagu tundeid ei tekita , et ülikeeruline teema ja ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,elama,"Ma võib-olla natuke räägin nagu onu Heino , aga selline elust võõrdunud selline noh , inimgrupp , kes tegelikult ise maal ei ela , kes ise käivad tõesti ainult metsas jalutamas ja ei adu seda sotsiaalset poolt ja isegi seda looduskaitselist poolt , et näiteks ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,aduma,"Ma võib-olla natuke räägin nagu onu Heino , aga selline elust võõrdunud selline noh , inimgrupp , kes tegelikult ise maal ei ela , kes ise käivad tõesti ainult metsas jalutamas ja ei adu seda sotsiaalset poolt ja isegi seda looduskaitselist poolt , et näiteks ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,teadma,"Ilmselt on seal see ka , et kas seda metsa kasvab juurde , istutatakse juurde , et või mis sellest nagu metsas siis nagu pärast saab , et kui tehakse jälle ma ei tea , põllumaa või , või , või siis ma ei tea , tehased siis on võibolla suurem probleem kui see , et võetakse maha , istutatakse juurde ja 20 30 aasta pärast on taas mets ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,teadma,"Ilmselt on seal see ka , et kas seda metsa kasvab juurde , istutatakse juurde , et või mis sellest nagu metsas siis nagu pärast saab , et kui tehakse jälle ma ei tea , põllumaa või , või , või siis ma ei tea , tehased siis on võibolla suurem probleem kui see , et võetakse maha , istutatakse juurde ja 20 30 aasta pärast on taas mets ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Ei , ega sellist asja kindlasti Eestis ei ole , et asemel dab põld või tehas , et et mets kaseb ise ses mõttes , et kui mets võetakse maha , siis sinna tuleb kindlasti mets tagasi ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,õppima,"Selline aasta , kus sa ei , ei õppinud ja kui ma vaatan seda , mis su töökogemus on , siis siin ei ole ka seda , et mis sa tööd , mis sa tegid siis aastal 2012 kuni 2013 , et mis sa siis tegid selle ajaga , kui , kui bakalaureuse sai läbi ja , ja , ja magistrisse veel ei läinud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,olema,"Selline aasta , kus sa ei , ei õppinud ja kui ma vaatan seda , mis su töökogemus on , siis siin ei ole ka seda , et mis sa tööd , mis sa tegid siis aastal 2012 kuni 2013 , et mis sa siis tegid selle ajaga , kui , kui bakalaureuse sai läbi ja , ja , ja magistrisse veel ei läinud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,ei,minema,"Selline aasta , kus sa ei , ei õppinud ja kui ma vaatan seda , mis su töökogemus on , siis siin ei ole ka seda , et mis sa tööd , mis sa tegid siis aastal 2012 kuni 2013 , et mis sa siis tegid selle ajaga , kui , kui bakalaureuse sai läbi ja , ja , ja magistrisse veel ei läinud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,teadma,"Et kui praegu on väga , ma ei tea , millal see intervjuu läheb nagu välja , aga praegu on väga populaarne video , kuidas kojamees nii-öelda siis Tarmo Kruusimäe teeb seda veipi ma voodis istungi ajal , siis ma olin nagu päriselt kojamees ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,minema,"Aga noh , nüüd ongi see , et miks sa ei läinud siis , eks , et et ma ei tea , iga , noh , see on onu Heinost , rääkisid , on ju siis ma ütlen ka , et onu Heinolikult õige mees peab ikka kaitseväes ära käima on ju , räägib mees , kes kaitseväkke , keda ei tahetud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,teadma,"Aga noh , nüüd ongi see , et miks sa ei läinud siis , eks , et et ma ei tea , iga , noh , see on onu Heinost , rääkisid , on ju siis ma ütlen ka , et onu Heinolikult õige mees peab ikka kaitseväes ära käima on ju , räägib mees , kes kaitseväkke , keda ei tahetud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ära,käima,"Aga noh , nüüd ongi see , et miks sa ei läinud siis , eks , et et ma ei tea , iga , noh , see on onu Heinost , rääkisid , on ju siis ma ütlen ka , et onu Heinolikult õige mees peab ikka kaitseväes ära käima on ju , räägib mees , kes kaitseväkke , keda ei tahetud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,tahtma,"Aga noh , nüüd ongi see , et miks sa ei läinud siis , eks , et et ma ei tea , iga , noh , see on onu Heinost , rääkisid , on ju siis ma ütlen ka , et onu Heinolikult õige mees peab ikka kaitseväes ära käima on ju , räägib mees , kes kaitseväkke , keda ei tahetud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,minema,"Et miks , miks sinul siis selline otsus , et sest asendusteenistus tegelikult saavad läbida ju põhimõtteliselt ainult need , kes kaitseväkke sobiksid , aga mingil põhjusel sinna ei lähe ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,võtma,"Ma tegin ja see ese põhjal ei võetud mind , no ma sobisin väga hästi sinna kaitseväkke , ses mõttes Et tervislikke probleeme mul ei olnud nii-öelda , aga eks onu Heino oleks minu juures kindlasti õigus natukene ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,olema,"Ma tegin ja see ese põhjal ei võetud mind , no ma sobisin väga hästi sinna kaitseväkke , ses mõttes Et tervislikke probleeme mul ei olnud nii-öelda , aga eks onu Heino oleks minu juures kindlasti õigus natukene ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,muretsema,"Aga ma ülemäära ei , ei muretseks sellepärast et las onu Eino ütleb mulle halvasti , et see andis mulle hoopis muid kogemusi , et kolisin praeguse nii-öelda kaasaja laste emaga kokku Tallinnasse ja ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,olema,"Sest tegelikult see asendusteenistus ei ole midagi sellist lihtsat on ju , et seesama kojamehe töö ju ja , ja töö eakatega ei , ei ole kuidagi lihtsam ja vaat et võib-olla mõnes mõttes ju vajalikum kui , kui kaitseväe teenistus ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,olema,"Sest tegelikult see asendusteenistus ei ole midagi sellist lihtsat on ju , et seesama kojamehe töö ju ja , ja töö eakatega ei , ei ole kuidagi lihtsam ja vaat et võib-olla mõnes mõttes ju vajalikum kui , kui kaitseväe teenistus ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,oskama,Ma ei oska nii öelda .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,oskama,Ma ei oska nii tõesti öelda .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,teadma,"Ma ei tea , kas või Tallinnas autoga sõitmana et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,teadma,"Näiteks mu ülemus oli 75 aastane raamatupidaja Et jah , oli ka selliseid hetki , kus mõtlesin , et ma ei tea Et oleks võinud , et oleks võinud ikka kaitseväes ära käia , aga noh aga , aga siis seesama Tallinna elu , et ma saan aru , et 2012 kuni tegelikult tõrva jõudmiseni oli see Tallinna ja , ja Valgamaa vaheline elu , et kui raske või , või kui , kui keeruline või kui lihtne on ühel sellisel maa maainimesel minna ja elada nii-öelda suures metropolis , meie mõistes on ju Tallinnas , et ka minul on see tee läbi käidud ja , ja eks ma olen ka oma järeldusi ja mõtteid sinna pannud , aga , aga samas mulle tundub , et sellel on omad plussid ja miinused , aga kuidas sinul oli ?"
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ära,käima,"Näiteks mu ülemus oli 75 aastane raamatupidaja Et jah , oli ka selliseid hetki , kus mõtlesin , et ma ei tea Et oleks võinud , et oleks võinud ikka kaitseväes ära käia , aga noh aga , aga siis seesama Tallinna elu , et ma saan aru , et 2012 kuni tegelikult tõrva jõudmiseni oli see Tallinna ja , ja Valgamaa vaheline elu , et kui raske või , või kui , kui keeruline või kui lihtne on ühel sellisel maa maainimesel minna ja elada nii-öelda suures metropolis , meie mõistes on ju Tallinnas , et ka minul on see tee läbi käidud ja , ja eks ma olen ka oma järeldusi ja mõtteid sinna pannud , aga , aga samas mulle tundub , et sellel on omad plussid ja miinused , aga kuidas sinul oli ?"
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,meeldima,"Täpselt täpselt sama , et ma mäletan , et ma kogu aeg vingused , mulle ei meeldi Tallinnas , aga mulle pigem tagantjärgi saan aru , et mulle ei meeldinud sellepärast ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,meeldima,"Täpselt täpselt sama , et ma mäletan , et ma kogu aeg vingused , mulle ei meeldi Tallinnas , aga mulle pigem tagantjärgi saan aru , et mulle ei meeldinud sellepärast ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,olema,Et tagantjärgi mulle väga meeldis tegelikult Tallinnas elada ja mul ei olnud mingit nagu kohanemisraskusi ka .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,häirima,"Et esimene nädal oli kuidagi väga kurb No kuidagi kodust eemal aga siis harjusin ära ja mind seal Tallinna Tartu , Valgamaa vahelt liikumine hoidis alati kuidagi vormis ja mind see suur linn kuidagi nagu ei häirinud , et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,teadma,"Mulle meeldis selline nomaadi elu , et tol ajal oli niimoodi ka , et et laupäeviti oli bussipilet Tallinnast Valka näiteks ma ei tea , 60 krooni või ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,olema,Ja tol ajal ei olnud veel neid uusi ronge ka ja Valgast .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,ei,olema,Et see ei olnud nagu mingi mulle mulle just see nomaadielu meeldisid .
