episode_id,section_index,gender,minutes,verb,lause
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,räägitakse,"Trammipeatuse aktsioon kus aeti nagu venelased ja , ja eestlased eri pooltele seisma ja , ja , ja kui ma nüüd täna uudiseid lugesin , siis räägitakse , et Eesti 200 , nüüd üritab venelasi eestlasi lahku ajada ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,käidi,"No ütleme niimoodi , et tuleb alati vaadata , siin käidi jutud , tähendab , meie haridussüsteem on omadega põhja minemas , kui , kui kõik need pensionärõpetajad läheksid praegu pensionile , siis me lihtsalt kukume kokku , meil ei ole õpetajaid enam , eks , ja siis tuligi ju keegi ka välja , selleks et laenu tuleb võtta selleks , et õpetajal korralik palk maksta ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,trükitud,"No Sa ütlesid , sa loed , ma näen sulle mingisugune , ma ei tea , mis mingi kokkuvõttes mina võtsin ikkagi , seal olid kõik punktid ju välja , terve programm on ainult ühes kohas ära trükitud ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,saavutatud,"Et , et see oli , see oli minu jaoks positiivne üllatus ja , ja , ja ma nagu ma nagu ei väsi imestamast , et kuidas , kuidas sellist taset on saavutatud ilma ilma õige trennita ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,suudetudki,"Väga kahetine ühest küljest , ühest küljest oligi hästi positiivne , et siin olid õhus ju igasugu suured hirmud pärast seda , kui hooaeg algas justkui suurte lootustega on toimunud suusasõidus ja vastupidavuse arenguhüpe siis äkitselt toimus ikkagi nagu räige kukkumine ja mille põhjusi ei suudetudki , nagu ma saan aru , tagantjärele ei ole seni seni ikkagi aru saadud , mis juhtus ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,pandi,"Ma ma arvan , et , et probleem oli selles kahes viimases nädalas , enne seda hooaega , kui lund ei olnud ja , ja kui nad treenisid mitte Baplano ehk siis mitte plaani järgi ja , ja , ja seal pandi kuskil mööda , aga seal on võib-olla tõesti nii väiksed detailid , et , et ei oska ei nemad ega , või võib-olla tõesti suuremad spetsialistid oskab selle välja , hammusta ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,pandi,"Sellepärast pandi piir , et praegu on võistlejaid vähe , aga neid võistlejaid tuleb kogu aeg juurde ja nad loodavad , nad võivad sinna pääseda ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,võetakse,"On 2000 a. 2026 , isegi kui nad on olümpial , siis on ju meie tüdrukud kõige are eas parimas eas ja me ei saa oodata nii kaua , kui see võib-olla nelja aasta pärast võetakse olümpiakauba , vot siis me hakkame EOK poel ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,otsustati,"Ma just taustal võtsingi lahti ühe uudise sellest kui , nagu ütleme , eelmine nii-öelda trahv oli , kui otsustati , kes , kes , kes võetakse kindlasti juba kavva , kes ei võeta , on ju ja see vigursuusatamine käis seal käis seal omajagu nagu läbi ikkagi , et ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,võetakse,"Ma just taustal võtsingi lahti ühe uudise sellest kui , nagu ütleme , eelmine nii-öelda trahv oli , kui otsustati , kes , kes , kes võetakse kindlasti juba kavva , kes ei võeta , on ju ja see vigursuusatamine käis seal käis seal omajagu nagu läbi ikkagi , et ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,pandi,"Ja , ja seda tuleks ära kasutada neid olukordi ja praegu , et see võrkpallinaiskad välja pandi ja , ja et nad võistlevad ja mängivad tüdrukud on ju kuskil kõik väljamaal täitsa normaalne punt on koos , näe , kohe finaalturniiri kandidaadid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,suurendati,"No eriti olukorras , kus eriti olukorras , kus finaalturniiril osalejate arvu suurendati ka seal Aga ?"
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,mängitakse,"Sellepärast et ma kujutan ette , et selle edu taustal ja , ja , ja see ongi , mis on üks eriti tähtis asi , on olemas , väikestel tüdrukutel on eeskujud ja kui nad näevad kui hästi , kui vägev asi see on , et kuidas võrkpalli mängitakse kõik nii , siis ma kujutan ette , et hakatakse tungima ka sinna võrkpallitrenni , nüüd on järgmine asi , eks , et need kõik tahtjad soodetakse vastu võtta , aga see jällegi paneb Eesti tüdrukut rohkem liikuma , kui ta tuleb võrkpallitrenni , et vaatab , et see on jumalast äge asi ja , ja , ja see ongi riik peabki seda võtma ühena ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,hakatakse,"Sellepärast et ma kujutan ette , et selle edu taustal ja , ja , ja see ongi , mis on üks eriti tähtis asi , on olemas , väikestel tüdrukutel on eeskujud ja kui nad näevad kui hästi , kui vägev asi see on , et kuidas võrkpalli mängitakse kõik nii , siis ma kujutan ette , et hakatakse tungima ka sinna võrkpallitrenni , nüüd on järgmine asi , eks , et need kõik tahtjad soodetakse vastu võtta , aga see jällegi paneb Eesti tüdrukut rohkem liikuma , kui ta tuleb võrkpallitrenni , et vaatab , et see on jumalast äge asi ja , ja , ja see ongi riik peabki seda võtma ühena ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,pühendatud,"Seda tippsporti kui innustajana , mitte ainult medalit ei ole siin , siin on see innustus ka väga tähtis ja kusjuures muidugi oleks sellele naistele pühendatud rohkem aega ka varem , ehk siis neil oleks olnud rohkem kogemusi , siis ma arvan , et nad oleks praegu juba kindlustanud selle koha finaalturniirile pääsu , sest kaks mängu nad ju kaotasid kaks-null eduseisust nii Rootsile kui ka Soomele ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,anti,"Jah , ja , ja jutt ju käibki sellest , et et see aasta alles anti neile võimalus seda kõbeliigat mängida kõik , eks , kui nad oleks seda kõik ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,küsiti,"Alustuseks , kas ajakirjanikud teevad kalendrisse risti , et 2023 küsiti kas raha äratati või mitte ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,äratati,"Alustuseks , kas ajakirjanikud teevad kalendrisse risti , et 2023 küsiti kas raha äratati või mitte ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,pandi,"No põhimõtteliselt ma võin nii palju öelda , et , et kui kui härra Saar Lubab spordile mingisugust kindlat ja konkreetset summat , mis on niisugune väike summa siis ma arvan , et sellega ta teeb , et näiteks üks miljon ju praegu tuli juurde , mis , mis pandi sinna ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,eraldatakse,"On öelnud , et see raha kõik peab tulema riigilt , nii et , et noh , saarelt tuleks küsida , miks ei ole kümmet miljonit eraldatud , miks eraldatakse ainult kaks miljonit , see on küsimus ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,tehakse,"Juhul kui nüüd tehakse valitsus , nii et , et sotse seal ei ole ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,räägitud,"Viimases saates räägitud see , et , et , Miks me soovime seda , et jalgpalli MM oleks lühem ja väiksem kui ta oli praegu , et vähemalt oli kuu aega telekas midagi vaadata ?"
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,tehakse,"Mind ei huvita need liigad , kust saaks miljon kokku , mängijaid tehakse triim tiim , eks ole , et , et noh , et see , et see tiitlivõistlusteagu on nagu see ägedam osa ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,õigustatud,"Ja aga no selge see , et see oli suur asi ja , ja selles suhtes ma väga nagu ei , kuigi ma ise panin ka oti esimest , ma väga ei vaidlustanud ka Magnus Kirdi seda , seda võitu nii , aga , ja nüüd sinule väike nähvakas ja ma arvan , see on ka õigustatud muidugi ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,karistatud,"Et üks asi on tõesti nagu selline tahtlik küünarnukihoop , näiteks , millele reageerida siis rusikahoobiga näiteks mida ikka aeg-ajalt juhtub , aga antud juhul oli lihtsalt tavaline füüsiline kaitsemäng , millest üks olukord sai ka lätlasel minu arust veaga veaga kohtunike poolt karistatud ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,kutsutakse,"Mul on üks teile , üks küsimus Ameerika jalgpalliliigas NFL on pärast põhihooaja viimast mängu esmaspäev kutsutakse mustaks esmaspäevaks , sellepärast et lastakse lahti kõik treenerid , kes kes ei ole pädevad kõik , nii , aga mitte ainult treenerid , seal on nüüd sel aastal kahel kaks meeskonda lasid lahti Manengeri ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,lastakse,"Mul on üks teile , üks küsimus Ameerika jalgpalliliigas NFL on pärast põhihooaja viimast mängu esmaspäev kutsutakse mustaks esmaspäevaks , sellepärast et lastakse lahti kõik treenerid , kes kes ei ole pädevad kõik , nii , aga mitte ainult treenerid , seal on nüüd sel aastal kahel kaks meeskonda lasid lahti Manengeri ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,õigustatud,Väga õigustatud ja on kõva vend .
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,võetakse,"Ja ei , kindlasti ütleme , finaali jõuab välja , ma pakun kõigepealt kannast sees ja siis ilmselt tuleb vastu New England Patriots ja no sellega läheb raskemaks , aga , aga ma arvan , et , et võetakse ka Tom Bredi maha ja , ja väga suur osa ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,4,M,5.474666666666667,üritatakse,"Et ikkagi mulle tundub , et mulle tundub , et see sitreni ja , ja age Täna hommikul just lugesin , lugesin pikemat artiklit Toyota arengust , kuidas Toyota autot üritatakse tulevaks aastaks ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,4,M,5.474666666666667,pandud,Väga ambitsioonikad latid on pandud siin Eesti sportlastele .
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,4,M,5.474666666666667,püsitud,"Et nad ühel tasemel on kogu aeg püsitud , edasi pole sealt saadud ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,oldi,"No mäletame , kas me seda Serbia , aga mängugi , kus oldi ju võitja oli ju nagu käeulatuses juba ikka läks nagu ja neid mängisin küll ja küll olnud siin mingid valiksarjade edasimineku mängud , kus otsustatud mängud tappa saadud ja ma ütlen , et , et paraku selle koosseisuga see see nii jääbki , et ei saa ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,otsustatud,"No mäletame , kas me seda Serbia , aga mängugi , kus oldi ju võitja oli ju nagu käeulatuses juba ikka läks nagu ja neid mängisin küll ja küll olnud siin mingid valiksarjade edasimineku mängud , kus otsustatud mängud tappa saadud ja ma ütlen , et , et paraku selle koosseisuga see see nii jääbki , et ei saa ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,saadakse,"Ma ma pigem praegu ütlen seda , et mida ma loodan , et ütleme niimoodi , et nii head võrkpallikoondist ma ei kujuta ette , millal järgmine kord kokku saadakse panna , sellepärast Gert Toobal , hakkame sealt pihta , sidemängija kui kaua tema veel mängib , eks , ja , ja teine asi ikkagi , Vennol on juba vanust ja okei , järgmise EMi nad võivad ka veel sama satsiga välja venitada , aga praegu on just see hetk , kus ollakse kõige parema ajaloo kõige parima satsiga ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,ollakse,"Ma ma pigem praegu ütlen seda , et mida ma loodan , et ütleme niimoodi , et nii head võrkpallikoondist ma ei kujuta ette , millal järgmine kord kokku saadakse panna , sellepärast Gert Toobal , hakkame sealt pihta , sidemängija kui kaua tema veel mängib , eks , ja , ja teine asi ikkagi , Vennol on juba vanust ja okei , järgmise EMi nad võivad ka veel sama satsiga välja venitada , aga praegu on just see hetk , kus ollakse kõige parema ajaloo kõige parima satsiga ."
