episode_id,section_index,gender,minutes,sõna,lause
20190108,2,M,21.29866666666667,natukene,"Aga kuidagi minu arust see Rapla küsimus on nagu laiem natukene üldse selle klubi identiteet ikkagi , et kuhu kuhu suunduda ja ja mis , missuguste eesmärkidega see klubi nagu üldse peaks aastast aastasse ringlema , et rohkem peaks võib-olla nende küsimuste poole vastama , et mul on tunne , et et need , need on ka muutunud võib-olla natukene liiga nagu selliseks ühe hooaja tulemuse keskseks ikkagi ."
20190108,2,M,21.29866666666667,natukene,"Aga kuidagi minu arust see Rapla küsimus on nagu laiem natukene üldse selle klubi identiteet ikkagi , et kuhu kuhu suunduda ja ja mis , missuguste eesmärkidega see klubi nagu üldse peaks aastast aastasse ringlema , et rohkem peaks võib-olla nende küsimuste poole vastama , et mul on tunne , et et need , need on ka muutunud võib-olla natukene liiga nagu selliseks ühe hooaja tulemuse keskseks ikkagi ."
20190108,5,M,20.710666666666665,natukene,"No ma isiklikult arvan , et Magnus Kirt on natukene parem järgmisel aastal , kui oli sel aastal ja tegelikult mis 90-st meetrist puudu jääb , on head tingimused ja ideaalne vise ."
20210413,2,M,24.133833333333335,natukene,"Ja praegu siis justkui võiks muusikuks saada igaüks , kes seda vähegi tahab ja kellel on vastav tehnika , kes viitsib natukene selle tehnikaga vaeva näha ."
20210413,2,M,24.133833333333335,natukene,"Sest so ja siis on jama selles , et see , see ei ole nii , et 15 aastat harjutad ja siis saad ERSO muusikuks Sa 15 aastat harjutanud ja siis sa jõuad nii kaugele , et sulle antakse luba proovida koos teiste 15 aastat harjutanud muusikutega koos sinna ja äkki sul veab , et see ja , ja mis ja klassikaliste muusikute lihtsalt omapära on see , et nad nendel ei ole seda valikut , et nad ei harjuta või et ma siin produn nagu natukene pühapäeval ja siis võib-olla teisipäeval teen ka ja siis käin tööl ja siis võib-olla proovin natuke peale , et see on , et see , mida ma siin hetkel kirjeldan , see on nagu hobimuusik , mis on jumala okei ja hästi paljud hobimuusikud nendest on jõudnud nagu kaugele ."
20210413,2,M,24.133833333333335,natukene,"Nagu mulle tundubki , et just tänapäevase muster on nagu pigem see , et kui sa juba oled tipus siis sa liitud plaadifirmaga selleks , et siis kas enda mingisugust ajaressurssi kuidagi natukene noh , nii-öelda kokku tõmmata ."
20210413,4,M,12.370666666666663,natukene,"Et see on ikkagi , see on kommunikatsioonivorm , eks ole , ja võib-olla kui sulle hakkab see meeldima ja keegi sind üles korjab ja aitab sul natukene , võib-olla sa saad kusagile niimoodi , et saad oma loo raadiosse , saad kunagi oma lastele öelda , et noh , ma ei olnud päris muusikaga , ma sain oma raadiosse , aga võib-olla võib juhtuda , et äkki keegi kuskilt kas raadiost või kuskilt stuudiost kuuleb seda ja sinust saab päris muusik nagu , mis oleks noh , see ei oleks liiga halb , eks ole ."
20210413,5,M,46.16899999999999,natukene,"Ma arvan , et see läks tasuliseks ka sellepärast , et lihtsalt aidata neid natukene selle asjaga nagu nulli tulla , sellepärast et noh , produktsioonid ju lähevad suuremaks ."
20210413,5,M,46.16899999999999,natukene,"Aga mis ma ise olen mõelnud hästi palju , olles ka natukene sellises rokimaailmas , ma ei ole küll mingi süvarokk , ärge nagu seda arvake , et mul on praegu sisuline habe on aetud ja kõik kerki ka ."
20210413,5,M,46.16899999999999,natukene,"Aga siis , kui tuleb rokkmuusika enda seest mingi artist , kes nagu natukene annab kompromisse , et sinna mainstreami saada selle muusika arvelt , siis ja nii-öelda toob selle nii öelda toob selle kõik žanrile kätte , siis nad on hullult pahased ja nad ei võta seda nagu omaks ."
20201231,0,M,0.21533333333333332,natukene,Lumi on sadanud vahepeal natukene .
20201231,3,M,7.0729999999999995,natukene,"Aga mitte midagi keegi kuskilt ei leidnud ja lõppkokkuvõttes kas noja , et võib-olla sa oled lihtsalt natukene mures , aga mulle tundub , et see on lihtsalt põhimõtteliselt , see on see , et nagu arstid on , nagu me ei leia midagi ja inimestel on tihti ja nad elavad sellega , siis võib , et sa pead ka ."
20201231,5,M,37.325833333333335,natukene,"Lihtsalt öelda ja eeldada , et teised inimesed saavad aru ja see on nagu , et võib-olla , kui sa liiga palju detaile seletad , siis sa oled lausa nagu natukene üle olev , et sa arvad , et inimene rumal , et sa pead nii palju detaile talle seletama ."
20201231,5,M,37.325833333333335,natukene,Igas teises osas lameda maa teoreetikuid natukene ja ta on hea näide .
20201231,6,M,13.087999999999996,väikene,"Tal on niisugune Harry Potteri lego jõulukalender sest iga kord mingi väikene Harry Potteri Kuulsin jah , saemulil on legocity lego kalender ja siis ma olen , ma olen silma peal hoidnud briket.com , review igat seda kalendri eset ja siis ma olen vaadanud ka aeg-ajalt mida , mida se täna sai , mida ta täna sai ?"
20210404,0,M,52.372166666666665,natukene,"Ma oleks vist okei , natukene liialdan , aga ma põhimõtteliselt poetasin , too õhtu ikka pisara ka ."
20210404,0,M,52.372166666666665,natukene,"Selle live'i ajal , ma mõtlesin , et kurat , kui mõnus on ikka , et seal olid nagu inimesed on ju , mitte palju , aga , aga mõned inimesed nendega sai pärast suhelda , mõni oli võib-olla natukene purjus , mis on , käib asja juurde , on ju , ja see oli selline pärast pärast ma mõtlesin vist , kui ma läksin nagu magama või enne magama minekut , ma mõtlesin , et kurat , äge äge on ikka ja see on täpselt see , mille pärast ma nagu muusikat teen ja , ja noh ."
20210404,0,M,52.372166666666665,natukene,"Mida nad tegid , läksid Tartus raadile , võtsid kõik kätest kinni ja kogunesid inimestena ühte hunnikusse ja Tallinnas lauluväljakul samamoodi , et see , see on nagu natukene pulsi minu meelest selles mõttes , et selle oleks võinud tegemata jätta , siis ma arvan , et mina meliseks nagu palju vähem ."
20210404,0,M,52.372166666666665,natukene,See patriotismi teema käib minu meelest täpselt sinna oma argumendi süvendamise juurde natukene .
20210404,1,M,1.8281666666666676,natukene,Tahtsin lõpetuseks veel tulevikuplaanide kohta natukene tulevikus .
20190115,2,M,14.613833333333332,natukene,"Osaliselt olen , osaliselt ei ole , jälgin natukene siin , kas see programm töötab meil salvestusena normaalselt või mitte , see natukene hajutab mu tähelepanu , aga Jaan , ära lase , saate sujuv sel ohvriks sattuda ."
20190115,2,M,14.613833333333332,natukene,"Osaliselt olen , osaliselt ei ole , jälgin natukene siin , kas see programm töötab meil salvestusena normaalselt või mitte , see natukene hajutab mu tähelepanu , aga Jaan , ära lase , saate sujuv sel ohvriks sattuda ."
20190115,2,M,14.613833333333332,natukene,"Kummaline on see , et tegelikult meil on täiesti korralikult ja , ja paljud on ka noh , niisugune maailma kesk sel tugevalt keskmisel tasemel naismängijadega , me ei tea neist eriti palju tegelikult no palju palju tähendab , noh mõnda nime olid kuulnud , eks , aga seal on mitmed nimed tulid täiesti noh , nagu üllatuseks ja kui sa vaatad , kui kui vingelt ja hästi nad mängivad , siis see on ka natukene noh , võib olla kas äkki ajakirjanduse tegemata töö , et , et , et me , meil on täiesti täiesti korralikud võrkpallinaised ."
20190115,2,M,14.613833333333332,natukene,"Aga noh , see , millele Jaan viitas , see on teisest küljest on see kindlasti ka selle tulemus , et , et see naiste koondis ongi viimastel aastatel vaikselt nagu pildile kerkinud eelmises valiktsüklis juba noh , natukene noh , natukene näidati ennast , aga , aga ei oldud veel ikkagi nagu nagu päris konkurentsis ütleme nii ."
20190115,2,M,14.613833333333332,natukene,"Aga noh , see , millele Jaan viitas , see on teisest küljest on see kindlasti ka selle tulemus , et , et see naiste koondis ongi viimastel aastatel vaikselt nagu pildile kerkinud eelmises valiktsüklis juba noh , natukene noh , natukene näidati ennast , aga , aga ei oldud veel ikkagi nagu nagu päris konkurentsis ütleme nii ."
20190115,5,M,8.005833333333332,natukene,"No mind mind natukene , mitte sõna otseses mõttes , aga natuke hirmutab juba teadmine , et Jaan , kes justkui peaks suusatamisest üht-teist teadma , ütleb , et selle 19 hulgas on viis-kuus nime , keda ta ei olnud varem kuulnud ."
20190115,5,M,8.005833333333332,natukene,"Ja midagi ei ole öelda , midagi öelda , ma natukene laenan siin hetkel siis ai , võib ikka öelda kolleeg Ott Järvela sõnu , mida ta sotsiaalmeedias kasutas , et et taaskord hea näide sellest , kuidas isegi sellisel tasemel , kui palju maksab see , kuidas on mängijad motiveeritud , milline on õhkkond , treeneri ja hoolealuste suhted , kõik , kõik need asjad , mis murina käe all läksid ikka täiesti ra ."
20190115,6,M,20.665000000000003,natukene,"No mulle tundus ikkagi tagantjärele kõikidest kommentaaridest ja vaadates tegelikult kuidas Klavanil läheb ka praegu Itaalias just nagu tervise vaatenurgast , et see oli nagu mõnes mõttes sundkäik ikkagi , et see , et see Liverpool noh , ta on kaude seda ju tunnistanud , et see natukene , see mahv käis üle jõu seal ikkagi selles vanuses juba ."
20190115,6,M,20.665000000000003,natukene,"Jah , aga , aga tegelikult see on minu jaoks on natukene üllatav ja huvitav , et Tommy Mäginen selle asja sedavõrd esile tõi ja kusjuures veel meedias Kui ta , kui ta ütles , et , Sa tead , et mägi on ikka suhteliselt sihuke natuke nagu lapsesuu tüüp , et ega ta ütleb ju päris paljudel välja tihtipeale kui tal hoog peale tuleb ."
20190115,6,M,20.665000000000003,natukene,"Just aga , aga ta , ta andis mõista , vaata , see , see oleks tegelikult noh , eks ta peaks otiga nüüd maha istuma ja natukene rääkima , võib-olla sellest võimalikust taktikast ja kõik , nii , aga , aga , aga seal on kindlasti paljusid asju , mida me võib-olla ei tea , et , et noh , mul tekib kohe küsimus , kas see , et täna sõidab kiiresti ja võidab palju kiiruskatseid , kas see siis rööpab seda autot sedavõrd , et sellepärast läheb auto katki , sest noh , võtame selles Walesi rallis ralli , mis , mis sai , ütleme otsustavaks eelmine aasta maailmameistritiitli suhtes oli see , et tal lihtsalt auto põhi lagunes ära ja ma ei tea , kas see on siis sellest , et ta niivõrd kiirelt sõitis ."
20190115,6,M,20.665000000000003,veidikene,"Ei , me ei , neil oli just riietusruumid tühjaks ja kamoon koju ja , ja mitmed mängijad , nende hulgas ka hunt , kelle leping läbi saab , avaldasid soovi seal võistkonnas jätkata ja vot nüüd ongi see huvitav küsimus , et ma ise ise arvan , et et hunt tahaks kindlasti koltsi jääda , ta on isegi nõus veidikene madalama palgaga ."
20190115,6,M,20.665000000000003,natukene,"Ei , vähe küll jah , aga , aga põhjus ongi see ja perhooaeg , jah , aga põhjus ongi see , et , et vaata , seal ongi niimoodi , kui sa avaldab soovi , et kuule ja ma tahaksin ikkagi siia meeskonda jääda ja , ja , ja siis siis on ka meeskonnal võimalus sulle natukene vähem pappi maksta , kuigi üks suur pluss on see , et , et Goltsil on palju raha , neil oli vist kas see oli 120 miljonit , 180 miljonit , alla palgapiiri , et mida , mida nad saavad kulutada nagu tugevate mängijate ostmiseks , kes saavad vabadeks agentideks ."
20210321,0,M,41.82983333333333,natukene,"Ma kuulasin veel teist korda üle ja mul ei jäänud see kõrva ja see on , see on minu meelest natukene naljakas , sellepärast et ."
20210321,0,M,41.82983333333333,natukene,"Ma ei tea seda siiamaani , ma ei saa aru sellest , võib-olla ma ei oska tõesti lugeda õigeid kohti , võib-olla ma ei saa siis ise aru , aga ma uurisin natukene oma tuttavate käest ja nii edasi ."
20210321,0,M,41.82983333333333,päiksekiirekene,"Et noh , et üks minut , tere , mina olen Kaja Kallas , ma olen Eesti vabariigi peaminister ja ma kuulsin , et te olete olnud pa poiss ja ma tahtsin öelda , et ärge tehke enam nii ja , ja tehke nüüd midagi asjalikku või siis oli see selline , kus Kaja Kallas selgitas süvateaduslikke teadmisi kogu sellest teemast ja siis Andreile järsku tuli selline helendav päiksekiirekene peale , kus tema , mille , mille läbi temani jõudis arusaamine kõigest sellest või , või ma ei tea ."
20210321,0,M,41.82983333333333,natukene,"Ta hi kaarti eile võib-olla läbi või siis rohelist , kumb sõltub , kus alad ja ühesõnaga mind minus see video tekitas vastakaid tundeid , minu arust respekt , et ta vabandas , oleks võinud natukene detailsem olla ."
20210321,0,M,41.82983333333333,natukene,"Eestis kollane meedia on noh , kole niikuinii on ju , igal pool on kollane meedia kole , võib-olla Andrei oleks pidanud natukene vaiksemaks võtma , sest ta ei olnud positsioonis , et vinguda , arvan mina , see on minu isiklik arvamus ."
20210321,0,M,41.82983333333333,natukene,"Eelmine kord me rääkisime ka natukene televisioonis ja teleproduktsioonist , aga nüüd me lähme siis ühe konkreetse saate kallale , milleks on TV3 eetris olev duubel , kui palju Kauro , meie kõigi lemmiksaade Kui palju sina ?"
20210321,0,M,41.82983333333333,natukene,"Aga kus mul tekkis hästi suur probleem , oli siis kui näiteks üks lõik , kus Taavi Libe käis maski protestil ja vot see ajas mul jõhkralt kopsu üle maksa , sest kui sa oled meelelahutuslik saade ja sa oled selline natukene noh , ütleme kollakas orantžikas , meelelahutussaade , siis ära tegele tõsiste teemadega , sellepärast et sa ei , sa ei suuda nendega normaalselt hakkama saada nagu mida ka Taavi Libe näitas sisuliselt oma saatelõiguga naeruvääristas kogu seda teemat köhides ühele tegelase seal näkku , mis on nagu hale minu arust see , seda pärast kõik needsamad maski vastased pärast heitsid , et , et kõikidele mõistlikele inimestele , kes üritasid nendega argumenteerida , ka selline asi , see ei ole vajalik , lihtsalt ma saan aru , et ka meelelahutuslik saade üritab püsida trendides selles mõttes trendides , et rääkida teemadest , mis on parajasti aktuaalsed , aga sellised teemad , kus meil on nagu tõesti väga palju kaalul siis pigem pigem nagu võiks hoiduda nendest ja rääkidagi siis sama ."
20210321,0,M,41.82983333333333,natukene,"Ma mina ikkagi natukene panen neid saateid kõrvuti , sest need on enam-vähem ühel ajal ja enam-vähem sarnase formaadiga ikkagi siiski , isegi kui siis sisu on erinev ."
20210321,0,M,41.82983333333333,natukene,"Ja kes tahab , siis see ostab antud juhul see oli ilmselt natukene minu arust ebaõnnestunud ja natukene niisugune , et mitte elda nüüd korruptiivne , aga seest oli natukene niisugune noh , haige , sest ilmselt kuskil ma ei tea , Järva-Jaanis mingi tüüp teeb ka parajasti oma moebrändi ja noh , teda ilmselt kutsuta sinna , aga noh , see selleks , aga ma arvan , et reklaami on vaja ja selles mõttes need saated on head ."
20210321,0,M,41.82983333333333,natukene,"Ja kes tahab , siis see ostab antud juhul see oli ilmselt natukene minu arust ebaõnnestunud ja natukene niisugune , et mitte elda nüüd korruptiivne , aga seest oli natukene niisugune noh , haige , sest ilmselt kuskil ma ei tea , Järva-Jaanis mingi tüüp teeb ka parajasti oma moebrändi ja noh , teda ilmselt kutsuta sinna , aga noh , see selleks , aga ma arvan , et reklaami on vaja ja selles mõttes need saated on head ."
20210321,0,M,41.82983333333333,natukene,"Ja kes tahab , siis see ostab antud juhul see oli ilmselt natukene minu arust ebaõnnestunud ja natukene niisugune , et mitte elda nüüd korruptiivne , aga seest oli natukene niisugune noh , haige , sest ilmselt kuskil ma ei tea , Järva-Jaanis mingi tüüp teeb ka parajasti oma moebrändi ja noh , teda ilmselt kutsuta sinna , aga noh , see selleks , aga ma arvan , et reklaami on vaja ja selles mõttes need saated on head ."
20210321,1,M,21.388166666666667,natukene,"Aga just see duubel , mis läheb tihtipeale üle piiride natukene või kompapiiride peal , see peaks olema õhtul hiljem ja siit lahendatakse ka tegelikult teise probleemi ja kriitika laviini , mis TV3e suunas tihtipeale läheb ja ka kanal kahe suunas , et nad üritavad 11 kopeerida ja noh , duubel kui ta ei ole enam oma sisult see , mis nagu kopeeriks , vaid see ongi eraldi fenomen , eraldi saade ja noh , ta peaks olema hiljem ."
20210321,1,M,21.388166666666667,natukene,"Et me nüüd läksime natukene nalja teele oma asjaga , aga ma arvan , et ma arvan meil aeg tänaseks ka natukene otsad kokku tõmmata ja sai küll natukene siin mõtteid Eesti televisiooni kohta paari läbi paari konkreetse näite lõpetuseks ma tahan ühte asja öelda , üks kiitus meie kogu vingumise lõpuks lihtsalt et see asi lõpuks positiivset siis oli uudis sellest , kuidas Trafficu kaks bändi liiget läksid Covid osakonda tööle ja ma lihtsalt tahan öelda , et te olete väga tublid ja väga toredad ja väga , väga õige teguviis ja väga-väga suur respekt , sest üks asi on istuda kodus ja vinguda selle olukorra üle , teine asi on päriselt midagi ära teha ja need , need vennad näitasid , et näed , kuidas tuleb teha ."
20210321,1,M,21.388166666666667,natukene,"Et me nüüd läksime natukene nalja teele oma asjaga , aga ma arvan , et ma arvan meil aeg tänaseks ka natukene otsad kokku tõmmata ja sai küll natukene siin mõtteid Eesti televisiooni kohta paari läbi paari konkreetse näite lõpetuseks ma tahan ühte asja öelda , üks kiitus meie kogu vingumise lõpuks lihtsalt et see asi lõpuks positiivset siis oli uudis sellest , kuidas Trafficu kaks bändi liiget läksid Covid osakonda tööle ja ma lihtsalt tahan öelda , et te olete väga tublid ja väga toredad ja väga , väga õige teguviis ja väga-väga suur respekt , sest üks asi on istuda kodus ja vinguda selle olukorra üle , teine asi on päriselt midagi ära teha ja need , need vennad näitasid , et näed , kuidas tuleb teha ."
20210321,1,M,21.388166666666667,natukene,"Et me nüüd läksime natukene nalja teele oma asjaga , aga ma arvan , et ma arvan meil aeg tänaseks ka natukene otsad kokku tõmmata ja sai küll natukene siin mõtteid Eesti televisiooni kohta paari läbi paari konkreetse näite lõpetuseks ma tahan ühte asja öelda , üks kiitus meie kogu vingumise lõpuks lihtsalt et see asi lõpuks positiivset siis oli uudis sellest , kuidas Trafficu kaks bändi liiget läksid Covid osakonda tööle ja ma lihtsalt tahan öelda , et te olete väga tublid ja väga toredad ja väga , väga õige teguviis ja väga-väga suur respekt , sest üks asi on istuda kodus ja vinguda selle olukorra üle , teine asi on päriselt midagi ära teha ja need , need vennad näitasid , et näed , kuidas tuleb teha ."
20190904,0,M,10.241999999999999,natukene,"Ma , ma ei , ma nüüd ei oskagi niimoodi öelda , mõtlesin , et millest võiks rääkida , et mis oleks selline huvitav asi endale ka väga , väga huvitav ja nagu vandenõud tundusid sellised nagu nagu kindlad asjad , nagu sellised kuradi iga igaühele meeldivad ja mingid sellised teooriad , mis on nagu täiesti seal kuskil kosmoses või mida , nagu noh nagu hea head lood nagu head sellised lootused , mis on vastuolusid täpselt täpselt seda ka , ma tulen sind mingi 15 aastat Silverit natukene rohkem ja iga kord , kui me oleme kokku saanud , siis jutud lähevad vandenõuteooriatele vähemalt ühe vähemalt ühe korra käib üheksa , 11 või lame maa käib läbi ."
20190904,1,M,19.144999999999996,natukene,"Sellega juba teed natukene midagi , midagi ikka teeb 700000 , aga lihtsalt nagu mõtled 10 miljon , siis praegu ta mingi ütleme ongi 700000."
20190904,3,M,23.900166666666664,nikene,"Mul on või noh , ma ei teagi siis äkki Eestile raha , et nikest programmi välja viia , aga kui mina tahaks praegu mässama hakata , ma võiks mässama hakata ."
20210208,3,M,6.848999999999999,hiirekene,"Minu esimese Broadcasti esimene saatekülaline on enda sõnutsi hall , hall hiirekene , kes ütles , et tema lause ainult seda , mis on vaata pähe õpitud tekst , et see on palju lihtsam kui siin küsimustele vastata , aga aga ma arvan , et siiski ta suudab ka sellise improvisatsiooni pealt ikkagi küsimustele vastata ."
20210208,3,M,6.848999999999999,natukene,"Aga ega , ega , aga päris paljud on ka sellised , kes , kes ongi , ongi nii , et on harjunud , et tal on see tekst olnud ees , ta on olnud mitu kuud turvaliselt seinte vahel teinud proove , mõelnud väga täpselt enda jaoks läbi , mida ta teeb , mida ta ütleb , miks ta seda nii ütleb ja need teemad , et ja siis võib-olla ongi raske , et kui sa nüüd pead järsku tulema enda mõtetest asjadest rääkima , et siis See võibki olla kohati nagu keeruline ja miks , miks võib-olla ja osad natukene eemale hoiavad sellest , et ei taha nii väga intervjuusid anda või või nõnda , et eks see on , eks , see on erinev ."
20210208,3,M,6.848999999999999,natukene,"Ja see , võib-olla ma arvan , et natukene avansina ka , eks , et et noh võib olla oodatakse veel järgmisi samme , aga kuidas sa üldse jõudsid lavakunstikoolini , et tegelikult nagu sa ise ka välja tõid , et sul oli võimalus päris palju nooruslikusepõlves ?"
20210208,3,M,6.848999999999999,ainukene,See oli mu ainukene ainukene valik .
20210208,3,M,6.848999999999999,ainukene,See oli mu ainukene ainukene valik .
20210208,3,M,6.848999999999999,ainukene,"Ainukene asi , mis ma tahtsin tookord teha ."
20210208,5,M,7.338666666666668,natukene,"Võib olla , kuna mul on olnud nagu läbi aastate probleem , et väga nagu ei taha ei öelda asja , et see toob nagu väga raskelt suust , siis siis kaitsevägi , ma arvan , kindlasti seda natukene õpetas ka mulle , et et , et tihtipeale noh , ei saa olla ainult teiste jaoks , et sa pead mingitel hetkedel pead nagu olema selles nagu heas mõttes isekas , et sa pead nagu ennast panema esiplaanile mõtlema oma tervise , sest noh , et et see , see on ju mentaliteet , et kõigepealt sa päästab oma Oma kere lahingplatsilt ja siis mõtled alles nagu paarilise peale , kes võib-olla haavata , see on paratamatult , see on sõjaolukord , on ju ."
20210208,6,M,3.2169999999999996,natukene,"Ja , ja no eks neid muidugi katseid on ka nüüd aastast aastasse muutunud , et , et Jaak Prints tegi nüüd siin natukene jälle jälle midagi muutis seal , aga noh , üldjoontes on nagu nad samad , et lihtsalt lihtsalt teada seda platvormi , et , et , et mille pealt nagu siis konkreetse inimese puhul alustada tuleb , et et kes on nagu Nähagi , et kes on nagu liiga arg selle jaoks või kes on liialt enesekindel , see on nagu ka mis , mis kindlasti mõjutab , mõjutab neid katseid , et et , et , aga pigem pigem jah , saada teada ja saada , tundma õppida , et kes see inimene on , et kas ta , kas ta on valmis siia tulema või ei ole , et sellest meie komisjon on , saab nagu väga hästi aru , ma arvan ."
20210208,9,M,6.332166666666671,natukene,"No tegelikult Ma nagu selle Eelmise aastaga sain nüüd natukene kindlust juurde , et ."
20210208,9,M,6.332166666666671,natukene,"Selles mõttes esimene mõte on ikkagi see , et , et , et loota ja olla praegu ise aktiivne ja ja teha ja olla nagu üritada selles mõttes nagu noh , näidata siis ennast ka natukene , aga , aga nagu ikkagi jääda iseendaks , aga et lihtsalt , et siis et saaks ikkagi kuskil Eesti teatrisse , on ju , et see oleks nagu kõige suurem Samas isegi kui ei saa , siis , siis jällegi noh Nähes , nähes , et , et siin suudeti , noored suutsid nagu selle Paide teatri rajada , on ju oma jõudude ja asjadega , et küll jah , ma arvan , ta on nagu väga õbluke , ta on veel väga noorukene , et sellel on veel läheb nendega läheb veel natuke aega ennem kui , kui sealt võib-olla midagi nagu suurt või et ta nimi nagu rohkem pilti tuleks , aga aga selles mõttes ma arvan , et noh Et et isegi kui ei saa siis siis tegelikult erinevaid projekte ja selliseid asju nii-öelda siis nagu vabakutselise näitlejana , et tegelikult kui , kui ise otsida , kui sa oled ise nõus selle kallal tööd tegema , siis ega sa ei pea nagu jääma nagu pikalt ootama , et , et pigem kuskile ongi nii-öelda siis külalise näitlejaks või kuskile vabakutselise näitlejana kuskile teatrisse mingitesse tükkidesse ."
20210208,9,M,6.332166666666671,noorukene,"Selles mõttes esimene mõte on ikkagi see , et , et , et loota ja olla praegu ise aktiivne ja ja teha ja olla nagu üritada selles mõttes nagu noh , näidata siis ennast ka natukene , aga , aga nagu ikkagi jääda iseendaks , aga et lihtsalt , et siis et saaks ikkagi kuskil Eesti teatrisse , on ju , et see oleks nagu kõige suurem Samas isegi kui ei saa , siis , siis jällegi noh Nähes , nähes , et , et siin suudeti , noored suutsid nagu selle Paide teatri rajada , on ju oma jõudude ja asjadega , et küll jah , ma arvan , ta on nagu väga õbluke , ta on veel väga noorukene , et sellel on veel läheb nendega läheb veel natuke aega ennem kui , kui sealt võib-olla midagi nagu suurt või et ta nimi nagu rohkem pilti tuleks , aga aga selles mõttes ma arvan , et noh Et et isegi kui ei saa siis siis tegelikult erinevaid projekte ja selliseid asju nii-öelda siis nagu vabakutselise näitlejana , et tegelikult kui , kui ise otsida , kui sa oled ise nõus selle kallal tööd tegema , siis ega sa ei pea nagu jääma nagu pikalt ootama , et , et pigem kuskile ongi nii-öelda siis külalise näitlejaks või kuskile vabakutselise näitlejana kuskile teatrisse mingitesse tükkidesse ."
20210208,10,M,12.87616666666667,natukene,"Eks sa on natukene saanud proovida siis tele teletööd justkui tele , teles näitlemist , et et kuidas see tundub , kas võib näha sind ka mõnes Eesti suures ajaloofilmis või , või suures mängufilmis või noh , ise , kas sa ise näeksid ennast seal või , või pigem ikkagi repertuaariteater või , või sellised muud projektid ?"
20210208,10,M,12.87616666666667,natukene,"No eks sinna välismaale kindlasti raske pääseda , see on nagu hea on , kui , kui sul on keegi , võib-olla , kes , kes suudab sinu eest kosta edasi , kas mingi tõesti , kas mingi lavastaja või mingi kirjanik , kes nagu juba on käinud seal välismaal või saanud mingi kuskile mingid kontaktid , mingid tutvused natukenegi noh , hõlbustada seda sinu nii-öelda näitlejapääsemist , et see on nagu see tuleb muidugi kasuks , aga võib-olla ka lihtsalt mingisugune Ma ei tea , võib-olla võib-olla ongi see samune hirm , vaata et , et minna nüüd ."
