episode_id,section_index,gender,minutes,pos,inetnsiivistaja,sona,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,natukene,kahetsema,"Et see peab olema ikka mingi selline kirg , et sinna minna ja ma olen ise ka mõelnud selle peale , et et või natukene kahetsenud , et võib-olla oleks pidanud proovima , aga samas ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,kui,mõtlema,"Aga sinu tee läks hoopis Tartusse Eesti maaülikool ja ja võib-olla kui mõelda selle peale , et , et nii-öelda maapoiss kasvanud üles maakodus ja , ja ega , ega ka Valgamaa ju ongi põhimõtteliselt ju Tallinna inimeste jaoks ju maa maapiirkond ükskõik Siber ja just , et , et siis sul tuli ka ettevõtte metsamajandus ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,natukene,muutuma,Ja see natukene muutus selliseks samuki jooksmiseks .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,üldse,mõtlema,"Praegu ju väga aktuaalne teema , metsa majandamine ja ja kui selle peale üldse mõelda , et noh , kui , Liikuda siin Valgamaal ringi , siis jälle aastad , et oh , et üks maa metsa maha võetud , et mis sa sellest kõigest arvad ?"
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,kui,võtma,"Sellepärast et noh , kui võtame praegu metsasõja on ju on kaks poolt , on siis nii-öelda looduskaitsjad ja metsamajandajaid ja mis mind , ma ei tea , kas ma võin niimoodi rääkida , mis mind häirib nii-öelda siis looduskaitsjate poolt on see pool , et absoluutselt unustatakse ära see sotsiaalne pool ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,absoluutselt,unustama,"Sellepärast et noh , kui võtame praegu metsasõja on ju on kaks poolt , on siis nii-öelda looduskaitsjad ja metsamajandajaid ja mis mind , ma ei tea , kas ma võin niimoodi rääkida , mis mind häirib nii-öelda siis looduskaitsjate poolt on see pool , et absoluutselt unustatakse ära see sotsiaalne pool ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,absoluutselt,unustama,"Et see absoluutselt unustatakse ära ja pannakse Facebooki pilt üles , et näe , jälle mets võetakse maha ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,väga,häirima,"Aga mind väga häirib see ka , et alati öeldakse , et kõigele ei saa ju hinnalipikut panna ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,natuke,rääkima,"Ma võib-olla natuke räägin nagu onu Heino , aga selline elust võõrdunud selline noh , inimgrupp , kes tegelikult ise maal ei ela , kes ise käivad tõesti ainult metsas jalutamas ja ei adu seda sotsiaalset poolt ja isegi seda looduskaitselist poolt , et näiteks ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,väga,meeldima,"Tegelikult põdrale väga meeldib raesmikud , tal on see palju rohkem süüa kui paksus metsas , et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,kui,tegema,"Ilmselt on seal see ka , et kas seda metsa kasvab juurde , istutatakse juurde , et või mis sellest nagu metsas siis nagu pärast saab , et kui tehakse jälle ma ei tea , põllumaa või , või , või siis ma ei tea , tehased siis on võibolla suurem probleem kui see , et võetakse maha , istutatakse juurde ja 20 30 aasta pärast on taas mets ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,V,nii,minema,"Ma olen rahul , et nii läks ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,V,väga,võima,"Noh , see on nüüd muidugi väga võib olla minu arvet ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,V,nii,ütlema,Ma ei oska nii öelda .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,V,tõesti,ütlema,Ma ei oska nii tõesti öelda .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,V,väga,meeldima,Et tagantjärgi mulle väga meeldis tegelikult Tallinnas elada ja mul ei olnud mingit nagu kohanemisraskusi ka .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,V,üldse,tähendama,"Aga selle Tallinna ja elus pididki Tartus ka käima ja otsustasid magistrisse minna erialal nagu rakendus bioloogia , et mida see üldse tähendab ja , ja kas , kas ja kuidas sellest nüüd edaspidi on ?"
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,V,absoluutselt,segama,"Aga gümnaasiumi lõpus noh , gümnaasiumis tuli nagu teine elu , et oligi see kungla , mis tegelikult absoluutselt seganud mu hindeid ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,väga,ei,"Aga ma väga nagu selles mõttes vanu asju väga ei mäletagi , selles mõttes ma elan nii , nii kuidagi ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,hullult,ei,"Praeguses hetkes , et ma nüüd hullult ei mäletagi seda tööd nii kõvasti , et ma olen nagu nii oma nagu peaga noh , nii tänases päevas hetkel , et kui sa küsid , et siis nagu tuleb meelde küll moment , aga see tundub kui nii kaua aega tagasi , et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,tõesti,sobima,"No ma tean sind ka enam-vähem noh , nüüd natuke natuke täpsemalt täpsemalt vist ja on halb sõna öelda , aga umbes kaheksa-üheksa aastat ja ja , ja nii palju , kui mulle tundus see , mida sa vabal ajal teed , see , mis missugune hing , hing sinust nagu välja kumab , siis see ametniku töö tundus nagu kuidagi kummaline sinu poole , et et ongi niisugune natuke hipster ikka natukene selline vabameelsus ja siis siis nagu tõesti selline päris keeruline ametnikutöö , et kus tuli suhelda , on volikoguga , tuli suhelda , vallakodanikega , olla viisakas , täita ametnik ametniku rolle , kohuseid , et et aga , aga tagantjärgi ma mõtlen , et vist nagu tõesti sobis see sulle ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,kui,olema,"Et kui ma kujutan ette , kui oleks tulnud mingi , ma ei tea , et kellegi ilus raba tahetakse üles kaevata ja mingi kodanikuaktsiooni d kindlasti siis oleks peavalu palju rohkem , aga ma arvan , minu eelkäija ja olid päris kõva töö ära teinud näiteks ju tõrva ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,kui,ütlema,"Mis need mured olid nagu kui , kui ütleme , üks päevas , et kas on siis lihtsad mured või , või noh , siis noh , mõnikord on see , et tuleb inimene sellise murega , et sa tead , et sa tegelikult ilmselt teda aidata ei saa või , või , või ilmselt ei oskagi ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,tõesti,lahendama,"Oli oli ja mul ikka tekkis selliseid probleeme inimestel , mida ma ei osanud tõesti lahendada ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,palju,aitama,"Aga noh , see on muidugi viga , et mina leian , et ametnik peab andma nii-öelda siis vallakodanikule nii palju infot ja peab nii palju aitama , kui suudab teda ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,kui,suutma,"Aga noh , see on muidugi viga , et mina leian , et ametnik peab andma nii-öelda siis vallakodanikule nii palju infot ja peab nii palju aitama , kui suudab teda ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,eriti,olema,"Aga aga see töö või oli ka ette teada , et on nii-öelda ajutine ja tuleb , tuleb mingi hetk see ametist loobuda ja ja eks tegelikult võib-olla noortele tänapäeva noortele eriti on ju ka see , et , et need töökohad ei olegi igavese ja , ja asjad muutuvad suhteliselt kiiresti , et et tuligi periood , kus tuli sealt asjad kokku pakkida ja siis juhtus midagi sellist ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,palju,andma,Ja see mulle ka väga palju andnud nii positiivseid kui negatiivseid emotsioone .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,nii,ütlema,"Ei saa seda otsest tagasisidet , sest noorsootöö alus on ikkagi koos noortega noorte heaks , onju , aga hetkel ma näen ka teiste noortekate pealt , et toimub selline nii öelda siis ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,kui,olema,"Nojaa , seda , seda küll ja ja eks eks see lõpuks on , ongi niimoodi , et tahaks ju õudselt teha , on ju , aga kogu aeg on mingi sein ees ja noh , ilmselt vajalik sein , et ma ei tea , mis olukord oleks siis , kui oleks kõik vahvad nagu lahti ja , ja meil oleks ühtegi piirangut ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,palju,olema,"Aga see oli nagu see ülevaade su tööelust , aga väga palju on sinus ju veel , et et üks su lemmik koht , kus aeg-ajalt Instagramis võib näha videoid , on Valga ekstreemspordihall ja , ja see on Valgas ju väga vägev koht , kus noored ja , ja ka vanemad noored nii-öelda saavad saavad ennast heas mõttes välja elada , et kuidas sinul see ekstreemspordihuvi tekkis ?"
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,nii,meeldima,"Ja mulle see nii meeldis , lihtsalt , et ma võin oma rattal ka ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,palju,pidama,Hästi palju peab tähelepanu pöörama soojendus venitustele .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,hull,panema,"Ma ei ole nii hullu pandud , et ma ei ole ühtegi luud murnud , mul on lihtsalt paar nii-öelda siis mõra ja väljaväänamised ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,väga,meeldima,"Aga iPop , muusika , see on ju küll vägagi tähtsal kohal teil nii sulle kui Sirlile , see ju muusikastiil väga meeldib ja , ja Elvas vist olete iga aastaga peaaegu iga aastaga ipop festivalil käinud ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,vähe,olema,"Nii et Eestis on ind räpp hetkel , et ma isegi vahepeal mõtlesin , et tahaks kuulata mingit head popmuusikat , aga no nii vähe on lihtsalt aukarit ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,absoluutselt,ei,"Alternatiivsem popp , mis küll enam absoluutselt ei ole alternatiivne , sest väga palju tehakse seda maailmas näiteks nöpp , onju , aga hea , et ma hakkasin mõtlema üks päev , et seda popi nii ühe nagu seda päris popi , et tahaks kuulata lihtsalt häid lugusid , kus lauldakse ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,palju,tegema,"Alternatiivsem popp , mis küll enam absoluutselt ei ole alternatiivne , sest väga palju tehakse seda maailmas näiteks nöpp , onju , aga hea , et ma hakkasin mõtlema üks päev , et seda popi nii ühe nagu seda päris popi , et tahaks kuulata lihtsalt häid lugusid , kus lauldakse ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,palju,olema,"Aga isegi ma olen võib-olla natuke mind häirima hakanud , et nii palju on seda pop räppi ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,natuke,hakkama,"Ja ja nüüd on nii palju artiste , et võtab silme eest kirjuks , aga isegi ma natuke hakkan tundma , et seda popräppi minu jaoks nagu mingi piir hakkab nagu ületama ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,kui,tahtma,"Et see ongi minu koht siin maa muna peal ja nii ta on , muru nii harva kui tahan ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,V,väga,ei,"No Madis aitäh , et sa olid nõus minu saatesse tulema ja ma pean ütlema , et väga äge vestlus oli , kus me saime rääkida nii nii hipopist , metsades , edusest , põtradest noh , karudest väga ei saanud ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,hästi,võistlema,"Käisin Otepääl , karjusin , et Kristjan Ilves väga hästi võistleks ja meie tüdrukud ja nii ta paraku läks ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,väga,ei,"Omajagu ikka ausalt öeldes mina , mina kuidagi ei taju seda probleemi nagu üldse nii suurena , et mulle see aktsioon ausalt öeldes nagu väga ei meeldinud läheneda nagu sellisele probleemile niisuguste klassikaliste ma ei tea , Coca-Cola reklaami nagu võtetega , et et mina , mina sellele meeldivusele küll alla , ausalt öeldes , ausalt öeldes ma arvan , et ma arvan , et nad ma pigem arvan , et nad lõikavad ka näppu sellega , et väga palju siit inimesi see ikkagi see ikkagi nagu reaalselt häiris ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,kui,tulema,"Kui tuleb seltskond venelasi ja tuleb seltskond eestlasi , siis nad seisavadki venelased ühes kohas ja eestlased teises kohas ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,eriti,nägema,"Midagi Euroopa partnerid ja vot seda ma tahan veel eriti näha , mismoodi nad Trumpilt seda miljardit lähevad kätte saama ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,väga,ei,"Ma ütlesin kohe , et ma ei ole ka spetsialist , sellepärast ma väga ei oskagi ütelda , kas see on nüüd õige või vale ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,kui,ei,"Suutlikkus seda laenu jätkusuutlikult võtta või mitte , aga kui ei ole , siis teeme , laseme inimesed ära suurt nälga surra ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,üldse,lugema,"Et ma arvan , et sa ei lugenud rohkem , kui mina ütles , üldse lugenud ma ei ole üldse lugenud , kust sa seda võtsid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,üldse,lugema,"Et ma arvan , et sa ei lugenud rohkem , kui mina ütles , üldse lugenud ma ei ole üldse lugenud , kust sa seda võtsid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,nii,rääkima,"Nii räägime kahevõistluse MK- etapist Otepääl ja Kristjan Ilves siis lõpuks jõudis punktidele , hurraa selle eest , aga ütleme nüüd niimoodi , et võrreldes esimeste etappidega , kus ta oli ikkagi noh , omadega täiesti seal suusarajal null siis siis nüüd on edasiminek toimunud ja , ja ma pakuks välja , et ta on jõudnud üle-eelmise aasta tasemele ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,kui,suutma,"Aga see küsimus ikka jääb , et kui suudeta aru saada , mis see oli ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,tõesti,ei,"No ja no see võibki nii-öelda haamer tulla , aga , aga tõesti ei oska meie siin öelda ja , ja ilvesed ise ei oska seda enam , aga tähtis on nüüd siit kenasti edasi minna , nagu ma ütlesin ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,kui,rääkima,"Noh , häda on ainult niipalju , et kui rääkida tõesti nüüd nagu kõige kõrgematest sihtidest ehk et nagu päriselt nagu päris MK-etapil , kus kõik on kohal tõesti , nagu poodiumile jõudmisest ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,üldse,ronima,"Ei , no pigem oli tunne juba , et , et miks ta üldse ronib sinna ja ja nii edasi ja nii edasi , eks see emotsioon oli selline , et uh ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,kui,olema,"Ütleme niimoodi , nad on praegu Ausenbergil oli , selle kukkumise tagajärjel oli , läks võistlus nässu , põlv haige , kõik , aga Anne Mari Bendi hüppas täiesti kenasti suusaaeg näiteks teisel päeval , kui oli 26 võistlejat tal oli 12. suusaaeg mis ei ole sugugi paha ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,kui,otsustama,"Ma just taustal võtsingi lahti ühe uudise sellest kui , nagu ütleme , eelmine nii-öelda trahv oli , kui otsustati , kes , kes , kes võetakse kindlasti juba kavva , kes ei võeta , on ju ja see vigursuusatamine käis seal käis seal omajagu nagu läbi ikkagi , et ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,kui,hakkama,"Üsna piiri peal muidugi on , kui hakata kõrvuti seadma noh kindlasti harrastajate osas muidugi okei , no suusatamine on jällegi osa kahevõistlusest , aga noh , kui sa puhta kahevõistluse hüpped võtad , siis siis muidugi võrdluses vigursuusatajaid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,hästi,mängima,"Ja , ja kusjuures jällegi , see on poliitiliselt väga tähtis , et see naiskond sedavõrd hästi mängib , eriti veel , kui ta finaalturniirile pääseks ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,V,absoluutselt,ei,"Et ühest küljest sa mängid võõrustaja Soome vastu , kes on lisaks veel mitte oma parimas koosseisus , aga sellegipoolest piisavalt heas koosseisus pingeid absoluutselt ei ole , Soome naiskonnal ja siis on Eesti naiskond , kes noh , olgem ausad , on näidanud selles tsüklis , et mingitel hetkedel võib psühholoogiliselt neil nagu raske olla ka ka seesama nädalavahetuse kohtumine , esimene keim ikkagi kodu publiku ees ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,V,nii,võtma,"Nii võtame kirjad ette , Georg on esitanud siin küsimuse ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,V,palju,ütlema,"No põhimõtteliselt ma võin nii palju öelda , et , et kui kui härra Saar Lubab spordile mingisugust kindlat ja konkreetset summat , mis on niisugune väike summa siis ma arvan , et sellega ta teeb , et näiteks üks miljon ju praegu tuli juurde , mis , mis pandi sinna ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,V,üldse,põdema,"Teate , need on nii väiksed summad , et , et nende pärast ei tasu üldse põdeda need kaheksa miljonit nelja aasta jooksul , ehk siis kaks miljonit iga aasta ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,V,niivõrd,olenema,"Noh , ma , ma tegelikult loodan , et , et me räägime suurematest Ma ei ole kindel , et see valimistulemustest niivõrd oleneb , kui Okei , põhimõtteliselt oleneb see , ütleme siis nagu kahe partei meelsusest ja ma ei ole alustuseks saanud isegi aru , kas Jüri Ratase isiklikult on meelsus ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,V,natuke,suhtlema,"Kahjuks on Indrek Saar , kes tegelikult olen temaga elus ikka natuke suhelnud , väga mõistlik mees , eks ole ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,V,hästi,lugema,Hästi lugeda prillidega .
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,V,väga,ei,"Ja aga no selge see , et see oli suur asi ja , ja selles suhtes ma väga nagu ei , kuigi ma ise panin ka oti esimest , ma väga ei vaidlustanud ka Magnus Kirdi seda , seda võitu nii , aga , ja nüüd sinule väike nähvakas ja ma arvan , see on ka õigustatud muidugi ."
