episode_id,section_index,gender,minutes,verb,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,tundub,"Praeguses hetkes , et ma nüüd hullult ei mäletagi seda tööd nii kõvasti , et ma olen nagu nii oma nagu peaga noh , nii tänases päevas hetkel , et kui sa küsid , et siis nagu tuleb meelde küll moment , aga see tundub kui nii kaua aega tagasi , et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,arvan,"Ma arvan , et sobis küll jah ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,arvan,"Et kui ma kujutan ette , kui oleks tulnud mingi , ma ei tea , et kellegi ilus raba tahetakse üles kaevata ja mingi kodanikuaktsiooni d kindlasti siis oleks peavalu palju rohkem , aga ma arvan , minu eelkäija ja olid päris kõva töö ära teinud näiteks ju tõrva ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,ütleme,"Mis need mured olid nagu kui , kui ütleme , üks päevas , et kas on siis lihtsad mured või , või noh , siis noh , mõnikord on see , et tuleb inimene sellise murega , et sa tead , et sa tegelikult ilmselt teda aidata ei saa või , või , või ilmselt ei oskagi ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,arvan,"Aga ma leian , et tavainimesel ei ole vahet mis , mis ametkond see on , et minu kui ametniku kohus oli kindlasti , mida ma alati , ma arvan , ei teinud vana ma ikkagi vahepeal ütlesin küll , et sellega mina ei tegele , sellega tegeleb keskkonnaamet , helista sinna ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,ütleme,"Kuidas sa rahul oled nüüd ütleme , aasta on juba möödas , enam-vähem , vist jah , juba aasta möödas ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,arvan,"Ma arvan , et kolm kuud , eelmine suvi ja siis natuke sügist ka ja siis tulid juba sellised uued uued piirangud , mis tekitasid mõtted , et kui me teeme seda , kas me siis vallandame suure Kaose võib-olla peaks nad ka rahulikult võtma mingite asjadega , et sellest on küll veidi kahju , et võibolla ma ei oskagi sellepärast täit vastust sellele küsimusele anda , sest kogu aeg on nagu ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,loodan,"Ma loodan , et see ei ole selline ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,tundub,"Ja siis mäletan , et , Mõne aasta pärast ka kaks , 2007 tundub suht tähtis aasta ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,arvan,"Aga ma jõuan sinna kahe lapse kõrval kahe lapse kõrvalt , mis , ma arvan küll , ei ole mingi vabandus ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,tundub,"Aga kuidas vigastustega on , et see tundub ikkagi selline spordiala , kus mingi vigastus ikka kunagi tuleb ja peab sellega tegelema nii-öelda ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,arvan,"Ja hakata väikestviisi elustiritalu pidama , siis aga ma arvan siis , kui võib-olla mul poisid on sellised kutsekooli ja keskkooliealised , et lähevad juba oma elu peale ära või ma arvan , siis ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,arvan,"Ja hakata väikestviisi elustiritalu pidama , siis aga ma arvan siis , kui võib-olla mul poisid on sellised kutsekooli ja keskkooliealised , et lähevad juba oma elu peale ära või ma arvan , siis ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,ütleme,"Aga ütleme noh , isiklikus mõtes Ma arvan , et , Üks suund , mida ma on nagu huvitama hakanud , ongi noorsootöö , aga noorsootöö nagu teises võtmes , et pigem selline ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,arvan,"Aga ütleme noh , isiklikus mõtes Ma arvan , et , Üks suund , mida ma on nagu huvitama hakanud , ongi noorsootöö , aga noorsootöö nagu teises võtmes , et pigem selline ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Ma muidugi pean siin sekkuma tõe huvides , kuna ma olin ka Otepää osjaaniga , siis Jaan seal muidugi karjunud küll , aga see kähehääl ikkagi teatud teatud asjade manustamise tulemusena tekkinud , sest et noh , seda tean , seda te tegite koos me tegime , ütleme , väiksed soendused tegime pujees koos , siis Jaan sulgus enda kambrisse ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Mul on naabrid , venelased , mul on üks äge naabrimees , kes on suur spordifänn , kogu aeg räägime jalgpallist ja , ja , ja kõik , eks , aga , aga ütleme , et meie oleme tegelikult nii-öelda erandit ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Omajagu ikka ausalt öeldes mina , mina kuidagi ei taju seda probleemi nagu üldse nii suurena , et mulle see aktsioon ausalt öeldes nagu väga ei meeldinud läheneda nagu sellisele probleemile niisuguste klassikaliste ma ei tea , Coca-Cola reklaami nagu võtetega , et et mina , mina sellele meeldivusele küll alla , ausalt öeldes , ausalt öeldes ma arvan , et ma arvan , et nad ma pigem arvan , et nad lõikavad ka näppu sellega , et väga palju siit inimesi see ikkagi see ikkagi nagu reaalselt häiris ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Omajagu ikka ausalt öeldes mina , mina kuidagi ei taju seda probleemi nagu üldse nii suurena , et mulle see aktsioon ausalt öeldes nagu väga ei meeldinud läheneda nagu sellisele probleemile niisuguste klassikaliste ma ei tea , Coca-Cola reklaami nagu võtetega , et et mina , mina sellele meeldivusele küll alla , ausalt öeldes , ausalt öeldes ma arvan , et ma arvan , et nad ma pigem arvan , et nad lõikavad ka näppu sellega , et väga palju siit inimesi see ikkagi see ikkagi nagu reaalselt häiris ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Omajagu ikka ausalt öeldes mina , mina kuidagi ei taju seda probleemi nagu üldse nii suurena , et mulle see aktsioon ausalt öeldes nagu väga ei meeldinud läheneda nagu sellisele probleemile niisuguste klassikaliste ma ei tea , Coca-Cola reklaami nagu võtetega , et et mina , mina sellele meeldivusele küll alla , ausalt öeldes , ausalt öeldes ma arvan , et ma arvan , et nad ma pigem arvan , et nad lõikavad ka näppu sellega , et väga palju siit inimesi see ikkagi see ikkagi nagu reaalselt häiris ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Ja ma arvan , et enamik , enamik inimesi , keda see häiris enamik nendest inimestest on ka nende potentsiaalsed , võib-olla valijad , nad on selles sihtrühmas kust võiks nende valijad nagu tulla , et ma arvan , et nad ka ei võitnud sellest nagu ütleme siis sellest nagu eilsest nagu šokifaasist sellele sellele kampaaniale ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Ja ma arvan , et enamik , enamik inimesi , keda see häiris enamik nendest inimestest on ka nende potentsiaalsed , võib-olla valijad , nad on selles sihtrühmas kust võiks nende valijad nagu tulla , et ma arvan , et nad ka ei võitnud sellest nagu ütleme siis sellest nagu eilsest nagu šokifaasist sellele sellele kampaaniale ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Ja ma arvan , et enamik , enamik inimesi , keda see häiris enamik nendest inimestest on ka nende potentsiaalsed , võib-olla valijad , nad on selles sihtrühmas kust võiks nende valijad nagu tulla , et ma arvan , et nad ka ei võitnud sellest nagu ütleme siis sellest nagu eilsest nagu šokifaasist sellele sellele kampaaniale ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Ma arvan , et ei võitnud ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,loodan,"Lühikese aja jooksul see Eesti 200 suutis teha teise niiuguse idiootse asja nagu järjest , et palju õnne neile ja ma loodan , et nad ei ületa seda viie protsendi künnist , et no see on mingi mingi koomikute ja , ja , ja mujal läbi kukkunud inimeste ühendus Ja ja see oli järve taseme nende taseme näitaja oligi see loll ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Aga noh , ütleme Veel rohkem meeldis mulle ja eks see meeldib , on siin nüüd väga kahemõtteliselt , Peep , ma arvan , sinu poisid , ma saan aru , on ka nüüd tõmmanud kopsud õhku täis ja korraliku eelarve projekti valmis , valmis kühveldanud , et võtame aga laenu kõvasti peale ja tõstame kõiki toetusi , langetame kõiki makse ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Aga noh , ütleme Veel rohkem meeldis mulle ja eks see meeldib , on siin nüüd väga kahemõtteliselt , Peep , ma arvan , sinu poisid , ma saan aru , on ka nüüd tõmmanud kopsud õhku täis ja korraliku eelarve projekti valmis , valmis kühveldanud , et võtame aga laenu kõvasti peale ja tõstame kõiki toetusi , langetame kõiki makse ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Väge kunagi vägev värk , aga ütleme ma siiski , ma siiski nagu kuskilt otsast tõmban nagu piiri , vaatan nagu oma võimeid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Tegelikult ma tunnistan ausalt täpselt , et võibolla seal on mingid kahtlased asju küll , aga , aga ma ütlen veelkord , et see nagu ei , ei vähenda sugugi seda poolt , et ütleme , poliitiliselt on neil nagu asjas nagu õigus , et kui nende kõrvale panna mingid õiged ja tugevad majandusmehed , siis , siis ma arvan , see on ikkagi okei variant , aga ma ütleks praktikas siiski , aitas see projekt suust , ma arvan Loe eilset Leo Kunnase intervjuud , no ainult puhas kuld oli seal kõik kõikide asjade sisuliselt kirjutas kahe käega alla ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Tegelikult ma tunnistan ausalt täpselt , et võibolla seal on mingid kahtlased asju küll , aga , aga ma ütlen veelkord , et see nagu ei , ei vähenda sugugi seda poolt , et ütleme , poliitiliselt on neil nagu asjas nagu õigus , et kui nende kõrvale panna mingid õiged ja tugevad majandusmehed , siis , siis ma arvan , see on ikkagi okei variant , aga ma ütleks praktikas siiski , aitas see projekt suust , ma arvan Loe eilset Leo Kunnase intervjuud , no ainult puhas kuld oli seal kõik kõikide asjade sisuliselt kirjutas kahe käega alla ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Tegelikult ma tunnistan ausalt täpselt , et võibolla seal on mingid kahtlased asju küll , aga , aga ma ütlen veelkord , et see nagu ei , ei vähenda sugugi seda poolt , et ütleme , poliitiliselt on neil nagu asjas nagu õigus , et kui nende kõrvale panna mingid õiged ja tugevad majandusmehed , siis , siis ma arvan , see on ikkagi okei variant , aga ma ütleks praktikas siiski , aitas see projekt suust , ma arvan Loe eilset Leo Kunnase intervjuud , no ainult puhas kuld oli seal kõik kõikide asjade sisuliselt kirjutas kahe käega alla ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Kindlasti pooldan , ma ütleme , kui ma endast räägin , isiklikus plaanis pooldan ma sellist nii-öelda tasakaalus eelarve kanti kindlasti rohkem absoluutselt ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"No ütleme niimoodi , et tuleb alati vaadata , siin käidi jutud , tähendab , meie haridussüsteem on omadega põhja minemas , kui , kui kõik need pensionärõpetajad läheksid praegu pensionile , siis me lihtsalt kukume kokku , meil ei ole õpetajaid enam , eks , ja siis tuligi ju keegi ka välja , selleks et laenu tuleb võtta selleks , et õpetajal korralik palk maksta ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Et ma arvan , et sa ei lugenud rohkem , kui mina ütles , üldse lugenud ma ei ole üldse lugenud , kust sa seda võtsid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Nii räägime kahevõistluse MK- etapist Otepääl ja Kristjan Ilves siis lõpuks jõudis punktidele , hurraa selle eest , aga ütleme nüüd niimoodi , et võrreldes esimeste etappidega , kus ta oli ikkagi noh , omadega täiesti seal suusarajal null siis siis nüüd on edasiminek toimunud ja , ja ma pakuks välja , et ta on jõudnud üle-eelmise aasta tasemele ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Et selles mõttes oli see rahustav ikkagi see kogemus Otepääl , et , et ilmselt ei ole mingit kõige hullemaid stsenaariumi , mis ohustataks tema kuidagi ütleme karjääri ikkagi ei ole nagu juhtunud need hirmud tohutut ületreeningust ja nii edasi ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Ma ma arvan , et , et probleem oli selles kahes viimases nädalas , enne seda hooaega , kui lund ei olnud ja , ja kui nad treenisid mitte Baplano ehk siis mitte plaani järgi ja , ja , ja seal pandi kuskil mööda , aga seal on võib-olla tõesti nii väiksed detailid , et , et ei oska ei nemad ega , või võib-olla tõesti suuremad spetsialistid oskab selle välja , hammusta ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Pallino ja jaanuaris ärakukkumine oli järsk , et kui ta paar päeva enne seda võistlust esimest võistlust , eks ole sõitis kontrollstardis ühel asemel ja paar päeva hiljem ütleme vennaga võrreldes , eksole paar päeva hiljem , nad olid juba seal tasa , eks ole ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,loodan,"Et , et nüüd ma loodan , et paari-kolme järgmise etapiga ta jõuab eelmise aasta kehvemate päevade tasemele ja siis hooaja lõpuks MM-iks ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Ei , seda muidugi , aga no ütleme praegu , et arvestades kõike seda , neid asjaolusid , hooaja alguse probleeme , siis praegu see Otepää võistlus oli kokkuvõttes ikkagi pigem positiivne , näitas , et ütleme see hooaeg päris raisus ei ole , näiteks mina olin enne seda võistlus absoluutselt kindel , et see hooaeg on täiesti raisus ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Ei , seda muidugi , aga no ütleme praegu , et arvestades kõike seda , neid asjaolusid , hooaja alguse probleeme , siis praegu see Otepää võistlus oli kokkuvõttes ikkagi pigem positiivne , näitas , et ütleme see hooaeg päris raisus ei ole , näiteks mina olin enne seda võistlus absoluutselt kindel , et see hooaeg on täiesti raisus ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"No ütleme niimoodi tõesti suusaliidul ei ole seda võimekust finantseerida neid kahte tüdrukut ja ka järeltulevat põlvkonda , kes praegu olevat küllaltki palju tüdrukuid nii Võrus , Otepääl kui ka Tallinnas , kes tegelevad kahe võistlusega , kes on praegu 12 13 aastat vanad , ehk ehk siis neid tuleks ka nagu bussida , aga praegu me räägime Anne-Mari Bendist ja Triinu Ausenbergist , kes on tõesti mängus sees ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Ja kui nüüd neile mõlemale panna tipptasemel ettevalmistustaha , ehk siis nad saavad korraliku varustuse , korralikud treeningud , korralikud laagrid , kõik see , mis on vaja , korralik toitlustame , kõik see , et noh , tegeles nagu tippsportlased nagu teiste riikide sportlased , siis ma arvan , et , et sealt on lootust ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Praegu on õige aeg nendega töötada , siis oleks ju parimas parimas hoos peale see MM , MK-sari , ütleme kogu aeg saaks ju olla ju ju pildil nendega ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Ja , ja kusjuures , kui me vaatame , kui palju neid on osalejaid , siis no ütleme niimoodi , et , et väga see vigursuusatamisega või , või siis priistall suusatamisega ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Ma just taustal võtsingi lahti ühe uudise sellest kui , nagu ütleme , eelmine nii-öelda trahv oli , kui otsustati , kes , kes , kes võetakse kindlasti juba kavva , kes ei võeta , on ju ja see vigursuusatamine käis seal käis seal omajagu nagu läbi ikkagi , et ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Täna koos naiskonnaga siis üle lahe Soome , kus siis homme otsustav mäng toimub , et , et ma arvan küll , et see on nagu , ütleme Eesti pallimängude mõttes üks viimaste aegade suuremaid mänge nii-öelda kindlasti , et niisugust elu ja surma peale mängu sellisel tasemel Tuleb väga harva ette ja , ja erakordset see , et , et ega naised ei ole ju kunagi midagi saanud , et no nüüd ükskord võimalik , tõesti see naiskond saabki sinna finaalturniiri ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,ütleme,"Täna koos naiskonnaga siis üle lahe Soome , kus siis homme otsustav mäng toimub , et , et ma arvan küll , et see on nagu , ütleme Eesti pallimängude mõttes üks viimaste aegade suuremaid mänge nii-öelda kindlasti , et niisugust elu ja surma peale mängu sellisel tasemel Tuleb väga harva ette ja , ja erakordset see , et , et ega naised ei ole ju kunagi midagi saanud , et no nüüd ükskord võimalik , tõesti see naiskond saabki sinna finaalturniiri ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Seda tippsporti kui innustajana , mitte ainult medalit ei ole siin , siin on see innustus ka väga tähtis ja kusjuures muidugi oleks sellele naistele pühendatud rohkem aega ka varem , ehk siis neil oleks olnud rohkem kogemusi , siis ma arvan , et nad oleks praegu juba kindlustanud selle koha finaalturniirile pääsu , sest kaks mängu nad ju kaotasid kaks-null eduseisust nii Rootsile kui ka Soomele ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,arvan,"Tulenevalt ma kusjuures nagu ühest küljest arvan ja teisest küljest kardan , et see mäng Soome ga saabki nagu äärmiselt keeruline just nagu psühholoogilise poole pealt Eesti naiskonnal olema ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,kardan,"Tulenevalt ma kusjuures nagu ühest küljest arvan ja teisest küljest kardan , et see mäng Soome ga saabki nagu äärmiselt keeruline just nagu psühholoogilise poole pealt Eesti naiskonnal olema ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,arvan,"No põhimõtteliselt ma võin nii palju öelda , et , et kui kui härra Saar Lubab spordile mingisugust kindlat ja konkreetset summat , mis on niisugune väike summa siis ma arvan , et sellega ta teeb , et näiteks üks miljon ju praegu tuli juurde , mis , mis pandi sinna ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,arvan,"Ei , no ma arvan , et see on nii väike , tühine , tühine ke ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,loodan,"Noh , ma , ma tegelikult loodan , et , et me räägime suurematest Ma ei ole kindel , et see valimistulemustest niivõrd oleneb , kui Okei , põhimõtteliselt oleneb see , ütleme siis nagu kahe partei meelsusest ja ma ei ole alustuseks saanud isegi aru , kas Jüri Ratase isiklikult on meelsus ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,ütleme,"Noh , ma , ma tegelikult loodan , et , et me räägime suurematest Ma ei ole kindel , et see valimistulemustest niivõrd oleneb , kui Okei , põhimõtteliselt oleneb see , ütleme siis nagu kahe partei meelsusest ja ma ei ole alustuseks saanud isegi aru , kas Jüri Ratase isiklikult on meelsus ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,arvan,"Ma arvan , et Jüri Ratas on see meel tõsi , samas ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,ütleme,"Iga mängija oli paar tükki päevas ja need olid õhtul järgmine päev , arutasid läbi , hakkasid panema , tead , mina olen siin see ja sa oled too ja , ja oligi normaalne ja mis , mis mina ütlen , mul on muidugi teine see asi ka , et mitte devalveerida neid , seda asja , see kõik on tore , et sa saad siin kuu aega järjest vaadata , aga need mängud devalveeruvad , kui neid mänge on nii palju , ütleme mis , mis on nagu viimase ütleme 50 aasta spordi üks suuremaid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,ütleme,"Iga mängija oli paar tükki päevas ja need olid õhtul järgmine päev , arutasid läbi , hakkasid panema , tead , mina olen siin see ja sa oled too ja , ja oligi normaalne ja mis , mis mina ütlen , mul on muidugi teine see asi ka , et mitte devalveerida neid , seda asja , see kõik on tore , et sa saad siin kuu aega järjest vaadata , aga need mängud devalveeruvad , kui neid mänge on nii palju , ütleme mis , mis on nagu viimase ütleme 50 aasta spordi üks suuremaid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,ütleme,"Ja neid eestlasi , ütleme Soomega ei ole hea võrdlus , võib-olla , sest see asub meil üle lahe ja Soomes on eestlasi niigi juba tuhandeid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,arvan,"Ja aga no selge see , et see oli suur asi ja , ja selles suhtes ma väga nagu ei , kuigi ma ise panin ka oti esimest , ma väga ei vaidlustanud ka Magnus Kirdi seda , seda võitu nii , aga , ja nüüd sinule väike nähvakas ja ma arvan , see on ka õigustatud muidugi ."
